GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,MP1E001,MUVE001,MUVE002,MUVE003,MUVE004,MUVE005,MUVE006,MUVE007,MUVE008,MUVE009,MUVE010,MUVE011,NAME_M,MP1M001,MUVM001,MUVM002,MUVM003,MUVM004,MUVM005,MUVM006,MUVM007,MUVM008,MUVM009,MUVM010,MUVM011
"G0202400","2007-2011","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",59917,878,66,113,85,82,39,42,0,13,86,352,"Southeast Fairbanks Census Area, Alaska",6243,140,39,44,53,47,26,24,78,19,50,95
"G0202610","2007-2011","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",62238,896,64,49,118,77,61,122,25,105,62,213,"Valdez-Cordova Census Area, Alaska",9499,162,39,32,76,50,56,82,31,62,38,75
"G0202700","2007-2011","AK",,,"Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02270",,,"Wade Hampton Census Area, Alaska",39583,565,77,82,29,30,23,10,14,6,25,269,"Wade Hampton Census Area, Alaska",2301,57,23,24,15,18,14,10,12,6,12,41
"G0202750","2007-2011","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",50000,241,4,22,30,27,25,14,32,2,37,48,"Wrangell City and Borough, Alaska",5936,71,6,27,28,27,22,21,31,4,25,38
"G0202820","2007-2011","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",74844,126,5,15,23,20,2,8,8,8,7,30,"Yakutat City and Borough, Alaska",9257,34,6,12,18,19,3,9,12,9,6,17
"G0202900","2007-2011","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",35335,611,53,91,39,62,31,20,12,49,55,199,"Yukon-Koyukuk Census Area, Alaska",3786,65,19,26,17,23,16,12,10,19,19,39
"G0400010","2007-2011","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",31011,4511,736,629,658,277,329,173,97,224,676,712,"Apache County, Arizona",1286,357,172,176,160,103,133,92,56,106,171,142
"G0400030","2007-2011","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",45906,15062,553,1249,1977,1912,1475,1225,1260,949,2581,1881,"Cochise County, Arizona",1860,691,119,246,348,338,304,277,305,241,331,258
"G0400050","2007-2011","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",49615,17509,1078,1366,1913,1777,1412,1147,977,1448,4980,1411,"Coconino County, Arizona",1811,843,234,303,333,374,306,272,223,288,521,268
"G0400070","2007-2011","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",37905,4623,169,380,318,309,431,351,297,395,1019,954,"Gila County, Arizona",2009,535,89,164,180,155,167,149,135,144,227,213
"G0400090","2007-2011","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",43083,2861,197,332,329,385,139,244,72,134,511,518,"Graham County, Arizona",2574,274,73,116,118,183,73,133,61,77,162,134
"G0400110","2007-2011","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",49390,1716,953,269,59,68,30,69,54,0,86,128,"Greenlee County, Arizona",2286,171,146,92,39,47,36,42,44,101,56,56
"G0400120","2007-2011","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",32220,2638,135,320,136,279,266,170,182,106,291,753,"La Paz County, Arizona",2420,401,66,129,69,136,129,108,129,66,114,188
"G0400130","2007-2011","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",55099,485677,13006,34183,57359,61925,52824,43534,32717,43688,114404,32037,"Maricopa County, Arizona",380,4497,923,1683,1940,2177,2078,1808,1438,1472,2622,1296
"G0400150","2007-2011","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",40573,23116,675,1374,2879,2527,2362,1867,1309,2077,5586,2460,"Mohave County, Arizona",953,1142,198,247,485,402,446,346,290,365,648,393
"G0400170","2007-2011","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",38975,9500,807,1072,1149,1195,645,444,414,703,1565,1506,"Navajo County, Arizona",2460,639,180,295,294,294,202,153,160,180,304,298
"G0400190","2007-2011","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",46341,137725,4017,9562,15927,15296,15168,11723,9115,11861,35579,9477,"Pima County, Arizona",616,2101,469,768,955,871,973,823,718,707,1590,826
"G0400210","2007-2011","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",51212,28456,969,1799,2820,3457,2603,2513,1855,2519,6324,3597,"Pinal County, Arizona",1035,1263,322,358,435,540,426,581,454,419,815,527
"G0400230","2007-2011","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",38092,4077,99,211,328,467,433,289,145,486,1066,553,"Santa Cruz County, Arizona",2415,421,61,97,163,154,159,129,71,180,258,158
"G0400250","2007-2011","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",44084,25446,1315,1760,2290,2851,2670,2381,1468,2085,6452,2174,"Yavapai County, Arizona",1031,1149,289,421,437,408,386,362,310,334,686,457
"G0400270","2007-2011","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",41441,20717,380,1488,2192,2610,2273,1776,1779,1735,4520,1964,"Yuma County, Arizona",1017,912,152,304,364,430,451,355,394,329,583,339
"G0500010","2007-2011","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",38986,2701,125,339,338,157,142,287,88,240,477,508,"Arkansas County, Arkansas",3035,253,71,131,118,69,87,109,53,119,149,152
"G0500030","2007-2011","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",35657,2299,94,165,250,180,205,124,207,194,347,533,"Ashley County, Arkansas",3020,260,61,90,95,86,126,84,134,103,138,120
"G0500050","2007-2011","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",35589,4207,114,194,372,525,515,365,400,375,941,406,"Baxter County, Arkansas",1674,350,95,99,117,184,184,123,153,129,225,104
"G0500070","2007-2011","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",52159,24432,996,2338,4290,2955,2740,1925,1325,1949,3676,2238,"Benton County, Arkansas",970,1037,270,464,628,417,401,420,309,307,513,360
"G0500090","2007-2011","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",37703,3973,83,414,499,405,459,250,261,442,573,587,"Boone County, Arkansas",1787,334,57,162,145,138,148,115,137,189,161,168
"G0500110","2007-2011","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",32337,1450,12,111,176,105,97,71,96,95,214,473,"Bradley County, Arkansas",2817,255,15,67,102,71,66,55,55,100,102,152
"G0500130","2007-2011","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",30625,365,34,17,25,41,77,33,6,0,19,113,"Calhoun County, Arkansas",3499,97,29,27,28,33,57,28,11,89,18,51
"G0500150","2007-2011","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",36031,3221,176,265,228,412,310,95,290,251,676,518,"Carroll County, Arkansas",1937,357,89,129,95,159,136,73,136,112,183,167
"G0500170","2007-2011","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",23954,1459,7,52,59,210,218,130,82,143,305,253,"Chicot County, Arkansas",2845,223,14,37,33,72,120,65,66,72,100,85
"G0500190","2007-2011","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",32998,2675,59,251,280,260,104,220,208,234,741,318,"Clark County, Arkansas",2929,374,37,103,111,115,63,121,107,115,229,113
"G0500210","2007-2011","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",31135,1763,75,142,201,222,166,183,138,125,240,271,"Clay County, Arkansas",2665,199,58,69,80,82,80,71,80,56,87,85
"G0500230","2007-2011","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",38510,2336,76,171,272,267,251,88,37,186,558,430,"Cleburne County, Arkansas",2914,282,62,80,120,116,95,54,48,75,162,141
"G0500250","2007-2011","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",34292,736,40,56,52,71,18,45,41,22,141,250,"Cleveland County, Arkansas",7211,138,30,36,35,45,16,29,38,23,76,86
"G0500270","2007-2011","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",36163,2834,156,108,224,192,214,189,74,303,735,639,"Columbia County, Arkansas",3145,303,91,59,92,87,98,79,51,121,185,166
"G0500290","2007-2011","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",31890,2145,60,136,160,140,296,169,60,225,472,427,"Conway County, Arkansas",3649,261,48,81,93,75,150,64,40,104,154,144
"G0500310","2007-2011","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",40221,14644,636,1462,1500,1799,1181,1061,695,1204,3864,1242,"Craighead County, Arkansas",1574,635,214,314,317,306,287,222,188,286,467,269
"G0500330","2007-2011","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",40409,6555,111,745,621,1036,667,571,304,373,1321,806,"Crawford County, Arkansas",2206,534,79,176,197,289,280,206,151,140,267,203
"G0500350","2007-2011","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",35264,8092,208,535,864,798,729,645,525,585,2315,888,"Crittenden County, Arkansas",2200,368,91,164,291,207,240,156,179,190,352,186
"G0500370","2007-2011","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",38432,2185,31,175,439,266,252,62,36,201,428,295,"Cross County, Arkansas",2545,250,28,88,157,136,101,39,36,105,176,96
"G0500390","2007-2011","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",30011,936,21,25,43,17,73,155,13,66,198,325,"Dallas County, Arkansas",4769,205,29,35,46,19,61,93,37,62,93,118
"G0500410","2007-2011","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",30786,2187,99,32,185,165,190,160,124,263,301,668,"Desha County, Arkansas",3163,224,69,30,88,75,105,74,54,81,105,156
"G0500430","2007-2011","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",32038,2475,65,285,172,102,310,131,188,136,754,332,"Drew County, Arkansas",2664,275,64,125,92,75,163,100,123,73,182,107
"G0500450","2007-2011","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",47649,14148,434,1152,2206,1468,1405,1170,534,1375,3278,1126,"Faulkner County, Arkansas",1926,623,179,281,394,296,279,259,151,265,356,216
"G0500470","2007-2011","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",34819,1662,77,180,203,150,64,77,178,148,198,387,"Franklin County, Arkansas",3888,295,53,98,135,90,43,68,117,95,93,168
"G0500490","2007-2011","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",33281,1040,37,149,105,64,95,117,12,157,117,187,"Fulton County, Arkansas",4099,187,45,76,78,41,63,55,13,92,66,87
"G0500510","2007-2011","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",38210,11966,669,773,1013,1186,1550,868,542,1188,2770,1407,"Garland County, Arkansas",1514,744,221,177,269,259,259,217,186,254,396,270
"G0500530","2007-2011","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",50927,1267,12,92,276,151,71,99,96,102,133,235,"Grant County, Arkansas",6302,224,14,71,106,74,48,74,73,71,87,75
"G0500550","2007-2011","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",39090,5514,270,508,668,593,378,294,253,516,1135,899,"Greene County, Arkansas",2010,334,131,170,213,174,129,113,108,164,237,197
"G0500570","2007-2011","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",34885,2633,71,432,225,247,156,85,75,252,698,392,"Hempstead County, Arkansas",2890,319,53,167,107,111,88,52,60,136,187,125
"G0500590","2007-2011","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",38188,3053,284,410,414,166,121,295,188,173,406,596,"Hot Spring County, Arkansas",1826,344,139,140,174,84,75,107,94,100,137,194
"G0500610","2007-2011","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",37146,1633,105,164,159,158,127,143,70,32,331,344,"Howard County, Arkansas",2618,222,56,78,90,75,77,86,46,27,121,96
"G0500630","2007-2011","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",34878,4131,185,266,433,405,339,344,338,271,914,636,"Independence County, Arkansas",1784,401,106,102,145,139,121,152,167,117,227,150
"G0500650","2007-2011","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",31865,1405,62,132,108,73,85,119,104,155,238,329,"Izard County, Arkansas",1748,224,37,56,67,45,48,51,48,83,90,125
"G0500670","2007-2011","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",31352,1870,85,132,127,141,217,127,81,149,390,421,"Jackson County, Arkansas",4344,289,53,71,57,65,89,66,47,71,99,121
"G0500690","2007-2011","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",37682,9957,496,940,812,851,812,642,432,899,2619,1454,"Jefferson County, Arkansas",1301,536,157,233,222,202,195,155,162,207,346,261
"G0500710","2007-2011","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",31400,2865,112,179,375,256,207,328,224,228,606,350,"Johnson County, Arkansas",1816,297,62,76,135,119,82,127,118,100,152,112
"G0500730","2007-2011","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",30152,703,13,81,55,47,86,46,29,42,100,204,"Lafayette County, Arkansas",3178,145,15,52,40,28,42,29,23,28,51,73
"G0500750","2007-2011","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",32337,2020,34,119,244,214,207,133,48,129,397,495,"Lawrence County, Arkansas",2490,236,22,55,89,92,78,57,32,81,126,126
"G0500770","2007-2011","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",25270,1255,3,103,87,144,63,107,79,134,204,331,"Lee County, Arkansas",3015,214,5,80,60,107,50,78,60,79,87,124
"G0500790","2007-2011","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",31480,1290,5,74,177,40,154,241,15,78,191,315,"Lincoln County, Arkansas",4256,221,8,77,121,36,82,129,15,67,94,103
"G0500810","2007-2011","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",38564,1188,80,75,152,128,114,56,78,124,150,231,"Little River County, Arkansas",3580,171,86,61,85,67,65,40,65,53,74,89
"G0500830","2007-2011","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",38447,1807,83,153,251,47,100,211,122,225,261,354,"Logan County, Arkansas",2871,229,59,77,110,30,41,81,76,114,85,86
"G0500850","2007-2011","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",51096,6357,174,624,791,842,770,532,331,555,917,821,"Lonoke County, Arkansas",1886,491,96,140,213,205,187,195,147,171,203,176
"G0500870","2007-2011","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",35579,1318,91,141,83,75,140,40,78,55,204,411,"Madison County, Arkansas",2898,206,75,86,49,65,77,42,51,48,88,147
"G0500890","2007-2011","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",34063,1301,41,57,184,95,183,66,91,83,211,290,"Marion County, Arkansas",2152,191,37,49,78,47,75,42,71,49,97,87
"G0500910","2007-2011","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",40200,5688,307,630,645,490,530,354,236,457,1371,668,"Miller County, Arkansas",2499,436,126,163,185,167,146,133,88,152,250,173
"G0500930","2007-2011","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",34267,6994,349,723,722,725,585,539,313,582,1367,1089,"Mississippi County, Arkansas",2880,478,138,213,229,225,173,151,129,183,298,211
"G0500950","2007-2011","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",28306,1285,81,72,90,111,102,119,101,106,280,223,"Monroe County, Arkansas",3899,160,45,54,61,54,48,52,72,59,103,73
"G0500970","2007-2011","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",34934,574,34,19,43,45,31,26,14,19,163,180,"Montgomery County, Arkansas",2246,123,34,30,39,40,24,19,17,22,65,66
"G0500990","2007-2011","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",38006,985,52,193,13,50,7,56,32,40,133,409,"Nevada County, Arkansas",3718,183,48,109,25,53,9,53,30,41,76,156
"G0501010","2007-2011","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",29702,625,43,70,49,58,42,35,80,4,73,171,"Newton County, Arkansas",3928,113,42,47,33,47,29,31,65,6,52,82
"G0501030","2007-2011","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",33008,3229,148,262,382,370,237,172,129,268,675,586,"Ouachita County, Arkansas",2614,296,69,103,145,132,93,88,72,113,171,126
"G0501050","2007-2011","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",42514,692,53,70,58,57,51,31,47,35,87,203,"Perry County, Arkansas",5835,154,43,56,37,36,50,30,40,31,45,86
"G0501070","2007-2011","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",28225,3596,137,217,303,373,232,236,256,171,1078,593,"Phillips County, Arkansas",1936,339,84,96,146,100,114,103,117,94,233,142
"G0501090","2007-2011","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",32457,1030,21,114,79,94,114,81,23,101,153,250,"Pike County, Arkansas",4276,167,14,55,56,54,64,35,13,57,78,69
"G0501110","2007-2011","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",31939,3199,188,245,228,288,350,239,81,289,690,601,"Poinsett County, Arkansas",1452,264,97,65,78,93,99,69,42,102,171,156
"G0501130","2007-2011","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",32395,1795,93,79,143,166,136,144,96,62,248,628,"Polk County, Arkansas",2272,260,71,42,79,105,63,84,74,40,84,168
"G0501150","2007-2011","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",40325,6882,241,557,975,842,630,404,351,630,1659,593,"Pope County, Arkansas",1649,454,125,180,230,223,184,135,149,232,299,163
"G0501170","2007-2011","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",36194,971,35,73,113,77,93,58,76,55,124,267,"Prairie County, Arkansas",2950,143,36,37,52,40,63,37,42,38,61,75
