GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,MP1E001,MUVE001,MUVE002,MUVE003,MUVE004,MUVE005,MUVE006,MUVE007,MUVE008,MUVE009,MUVE010,MUVE011,NAME_M,MP1M001,MUVM001,MUVM002,MUVM003,MUVM004,MUVM005,MUVM006,MUVM007,MUVM008,MUVM009,MUVM010,MUVM011
"G4201190","2007-2011","PA",,,"Pennsylvania","42","Union County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42119",,,"Union County, Pennsylvania",46269,3816,122,322,449,454,447,418,262,188,831,323,"Union County, Pennsylvania",1397,401,51,102,133,158,129,130,126,92,232,101
"G4201210","2007-2011","PA",,,"Pennsylvania","42","Venango County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42121",,,"Venango County, Pennsylvania",40986,5593,363,450,583,401,642,418,304,551,1096,785,"Venango County, Pennsylvania",903,365,96,105,142,96,191,97,79,142,182,123
"G4201230","2007-2011","PA",,,"Pennsylvania","42","Warren County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42123",,,"Warren County, Pennsylvania",42167,3896,215,333,477,559,323,221,307,316,665,480,"Warren County, Pennsylvania",1163,282,70,99,116,122,81,67,101,82,134,88
"G4201250","2007-2011","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42125",,,"Washington County, Pennsylvania",51965,19111,948,1809,2267,2236,1820,1442,1083,1640,3716,2150,"Washington County, Pennsylvania",867,721,196,270,282,299,272,223,224,279,366,274
"G4201270","2007-2011","PA",,,"Pennsylvania","42","Wayne County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42127",,,"Wayne County, Pennsylvania",49020,3561,154,252,389,278,309,326,203,241,749,660,"Wayne County, Pennsylvania",1482,329,79,85,130,71,114,88,90,92,154,127
"G4201290","2007-2011","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42129",,,"Westmoreland County, Pennsylvania",48979,36226,1933,3879,4737,3640,4472,2342,1805,2540,6826,4052,"Westmoreland County, Pennsylvania",951,1191,331,406,475,408,366,305,318,325,545,388
"G4201310","2007-2011","PA",,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42131",,,"Wyoming County, Pennsylvania",48063,2503,99,263,273,308,403,123,115,177,393,349,"Wyoming County, Pennsylvania",1593,175,36,73,75,64,93,41,43,59,94,79
"G4201330","2007-2011","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42133",,,"York County, Pennsylvania",58586,39928,1720,3938,4915,4777,5013,3134,2480,3162,8459,2330,"York County, Pennsylvania",792,1135,308,397,475,463,502,320,347,375,617,343
"G4400010","2007-2011","RI",,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44001",,,"Bristol County, Rhode Island",70553,5340,163,247,799,515,634,392,334,336,1506,414,"Bristol County, Rhode Island",3021,361,102,92,181,147,187,151,118,115,250,119
"G4400030","2007-2011","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44003",,,"Kent County, Rhode Island",61279,18985,499,1405,2403,2132,2638,1673,1127,1670,4458,980,"Kent County, Rhode Island",1674,782,163,258,343,370,392,267,285,319,476,251
"G4400050","2007-2011","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44005",,,"Newport County, Rhode Island",69369,12694,490,1014,1223,1858,1660,1108,875,981,2425,1060,"Newport County, Rhode Island",2284,670,173,260,239,337,249,211,188,255,376,276
"G4400070","2007-2011","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44007",,,"Providence County, Rhode Island",49411,107178,3309,7436,11726,12175,14095,10638,6792,8095,27384,5528,"Providence County, Rhode Island",828,1533,427,541,774,749,776,804,548,695,1185,482
"G4400090","2007-2011","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44009",,,"Washington County, Rhode Island",72163,11435,387,668,1051,1715,1558,1044,667,1091,2158,1096,"Washington County, Rhode Island",1993,750,138,209,242,361,315,207,203,287,346,266
"G4500010","2007-2011","SC",,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45001",,,"Abbeville County, South Carolina",34670,2173,83,149,70,112,153,171,128,203,581,523,"Abbeville County, South Carolina",4109,281,66,88,43,55,85,105,96,135,190,165
"G4500030","2007-2011","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45003",,,"Aiken County, South Carolina",43999,17223,951,1457,1850,1733,1465,1108,1030,1086,3885,2658,"Aiken County, South Carolina",1814,886,229,313,289,385,309,221,288,226,521,409
"G4500050","2007-2011","SC",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45005",,,"Allendale County, South Carolina",22982,1296,72,86,30,79,72,80,109,92,214,462,"Allendale County, South Carolina",2577,182,60,55,34,57,66,71,67,64,97,134
"G4500070","2007-2011","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45007",,,"Anderson County, South Carolina",42854,19237,891,1584,2226,1853,1721,1356,1290,1406,4818,2092,"Anderson County, South Carolina",1174,866,223,332,406,325,309,267,305,309,539,348
"G4500090","2007-2011","SC",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45009",,,"Bamberg County, South Carolina",26697,1500,38,96,38,172,138,254,41,167,237,319,"Bamberg County, South Carolina",2603,224,46,79,40,114,76,134,42,110,109,129
"G4500110","2007-2011","SC",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45011",,,"Barnwell County, South Carolina",34546,2282,52,292,182,110,25,168,180,132,549,592,"Barnwell County, South Carolina",3488,274,58,124,95,74,26,81,93,71,148,158
"G4500130","2007-2011","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45013",,,"Beaufort County, South Carolina",57133,18233,470,1177,1945,2250,2375,1386,1213,1803,4155,1459,"Beaufort County, South Carolina",1557,955,162,270,339,428,373,243,250,424,531,329
"G4500150","2007-2011","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45015",,,"Berkeley County, South Carolina",51093,18602,556,1498,1926,2083,2040,1466,1143,1813,3103,2974,"Berkeley County, South Carolina",1269,848,217,299,367,361,374,308,280,350,414,470
"G4500170","2007-2011","SC",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45017",,,"Calhoun County, South Carolina",37318,1144,28,46,178,30,108,96,117,19,251,271,"Calhoun County, South Carolina",2674,203,36,37,104,21,73,70,79,23,97,106
"G4500190","2007-2011","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45019",,,"Charleston County, South Carolina",50133,53151,1368,3658,5812,5964,5368,4430,3058,5108,13925,4460,"Charleston County, South Carolina",872,1323,246,471,548,512,547,561,429,587,879,513
"G4500210","2007-2011","SC",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45021",,,"Cherokee County, South Carolina",35025,6741,283,759,832,684,761,334,367,430,1323,968,"Cherokee County, South Carolina",2933,484,120,189,227,225,216,126,142,162,279,212
"G4500230","2007-2011","SC",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45023",,,"Chester County, South Carolina",32112,3045,107,245,258,295,224,240,211,238,629,598,"Chester County, South Carolina",1806,289,66,95,123,118,112,98,113,105,168,149
"G4500250","2007-2011","SC",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45025",,,"Chesterfield County, South Carolina",32304,4940,124,397,350,453,359,173,316,297,1083,1388,"Chesterfield County, South Carolina",2021,428,78,128,127,167,138,99,139,124,242,264
"G4500270","2007-2011","SC",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45027",,,"Clarendon County, South Carolina",33355,3443,121,356,276,245,204,238,321,127,535,1020,"Clarendon County, South Carolina",2109,375,65,126,141,107,93,105,119,82,136,200
"G4500290","2007-2011","SC",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45029",,,"Colleton County, South Carolina",31700,4145,45,411,410,182,169,208,147,415,860,1298,"Colleton County, South Carolina",2128,435,44,147,176,106,100,114,67,184,208,244
"G4500310","2007-2011","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45031",,,"Darlington County, South Carolina",38567,7178,321,639,595,902,404,320,330,506,1835,1326,"Darlington County, South Carolina",2590,568,142,194,197,278,152,123,141,202,324,249
"G4500330","2007-2011","SC",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45033",,,"Dillon County, South Carolina",26067,4402,136,337,329,220,523,238,250,299,982,1088,"Dillon County, South Carolina",2469,490,86,173,152,89,222,124,136,118,259,278
"G4500350","2007-2011","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45035",,,"Dorchester County, South Carolina",54875,12782,241,830,1496,1635,1696,728,746,1698,2472,1240,"Dorchester County, South Carolina",1600,756,134,236,354,365,332,195,235,384,446,272
"G4500370","2007-2011","SC",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45037",,,"Edgefield County, South Carolina",44090,2108,197,128,169,232,211,71,149,148,318,485,"Edgefield County, South Carolina",3697,263,113,66,92,109,113,44,92,80,112,156
"G4500390","2007-2011","SC",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45039",,,"Fairfield County, South Carolina",34117,2444,88,60,242,143,281,192,108,112,556,662,"Fairfield County, South Carolina",2284,338,57,57,130,79,138,115,72,79,195,207
"G4500410","2007-2011","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45041",,,"Florence County, South Carolina",41325,17452,601,1584,1912,2023,1532,1593,991,1287,3534,2395,"Florence County, South Carolina",1017,900,161,298,375,370,304,345,275,250,472,349
"G4500430","2007-2011","SC",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45043",,,"Georgetown County, South Carolina",42677,5204,186,458,358,246,404,287,214,408,1114,1529,"Georgetown County, South Carolina",2293,594,103,177,165,94,185,120,102,157,236,320
"G4500450","2007-2011","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45045",,,"Greenville County, South Carolina",48518,55503,2155,5247,6582,6440,5861,4438,3362,4650,11653,5115,"Greenville County, South Carolina",827,1434,375,544,660,610,590,491,430,454,733,544
"G4500470","2007-2011","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45047",,,"Greenwood County, South Carolina",39366,7813,356,844,695,644,680,694,574,566,1853,907,"Greenwood County, South Carolina",1762,473,150,236,177,195,227,202,220,201,322,227
"G4500490","2007-2011","SC",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45049",,,"Hampton County, South Carolina",35914,1789,80,213,272,67,138,47,52,178,241,501,"Hampton County, South Carolina",2291,219,53,93,110,53,72,37,37,81,97,129
"G4500510","2007-2011","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45051",,,"Horry County, South Carolina",42877,32656,751,2052,3691,3771,3099,2593,2691,3403,7834,2771,"Horry County, South Carolina",884,1202,239,435,530,539,438,410,431,488,719,419
"G4500530","2007-2011","SC",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45053",,,"Jasper County, South Carolina",36696,2084,117,81,207,194,132,201,69,206,488,389,"Jasper County, South Carolina",2853,356,94,55,116,107,93,87,61,101,178,155
"G4500550","2007-2011","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45055",,,"Kershaw County, South Carolina",43509,5123,60,349,616,625,439,292,248,583,940,971,"Kershaw County, South Carolina",2155,418,48,107,182,186,163,108,123,193,254,222
"G4500570","2007-2011","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45057",,,"Lancaster County, South Carolina",40034,7542,221,776,697,779,698,490,464,494,1800,1123,"Lancaster County, South Carolina",1744,551,103,254,178,219,202,162,152,127,368,283
"G4500590","2007-2011","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45059",,,"Laurens County, South Carolina",38713,7037,114,637,839,697,691,535,506,585,1219,1214,"Laurens County, South Carolina",1644,552,56,215,243,203,195,180,183,167,256,243
"G4500610","2007-2011","SC",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45061",,,"Lee County, South Carolina",27011,1797,74,119,306,102,203,240,24,73,232,424,"Lee County, South Carolina",2667,269,64,65,160,49,101,126,21,59,87,127
"G4500630","2007-2011","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45063",,,"Lexington County, South Carolina",52857,26135,952,2522,3141,3045,2871,1837,1532,1928,5696,2611,"Lexington County, South Carolina",1064,1058,208,474,402,445,439,314,266,388,611,397
"G4500650","2007-2011","SC",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45065",,,"McCormick County, South Carolina",36243,904,51,16,124,34,86,184,50,48,174,137,"McCormick County, South Carolina",2558,153,55,14,80,24,48,68,42,34,70,68
"G4500670","2007-2011","SC",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45067",,,"Marion County, South Carolina",31762,3982,251,209,300,391,340,141,229,212,888,1021,"Marion County, South Carolina",2582,337,102,99,101,144,145,68,100,82,221,228
"G4500690","2007-2011","SC",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45069",,,"Marlboro County, South Carolina",28511,3487,166,244,272,333,210,251,332,117,649,913,"Marlboro County, South Carolina",2001,300,119,114,119,114,81,108,147,65,168,179
"G4500710","2007-2011","SC",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45071",,,"Newberry County, South Carolina",42866,3844,117,308,310,377,459,306,257,299,782,629,"Newberry County, South Carolina",2669,439,71,134,148,174,161,149,118,133,195,173
"G4500730","2007-2011","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45073",,,"Oconee County, South Carolina",42641,7183,318,503,698,923,808,442,624,535,1318,1014,"Oconee County, South Carolina",1979,598,166,136,216,239,234,127,240,172,251,216
"G4500750","2007-2011","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45075",,,"Orangeburg County, South Carolina",33162,10929,491,924,752,438,1069,610,514,727,2619,2785,"Orangeburg County, South Carolina",1592,710,139,260,175,156,258,206,165,188,387,403
"G4500770","2007-2011","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45077",,,"Pickens County, South Carolina",42241,13158,466,960,1426,1066,991,1014,663,1299,3705,1568,"Pickens County, South Carolina",1395,701,170,230,276,238,217,227,229,287,487,294
"G4500790","2007-2011","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45079",,,"Richland County, South Carolina",48485,55931,1593,3796,6222,7112,6124,4512,3398,4445,14205,4524,"Richland County, South Carolina",1248,1397,280,463,591,624,572,502,440,536,784,479
"G4500810","2007-2011","SC",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45081",,,"Saluda County, South Carolina",39095,1771,146,186,233,106,32,54,71,66,268,609,"Saluda County, South Carolina",3363,247,84,122,106,74,32,56,62,79,114,153
"G4500830","2007-2011","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45083",,,"Spartanburg County, South Carolina",43563,31165,1144,3057,3323,3491,3005,2445,1578,2615,6869,3638,"Spartanburg County, South Carolina",1017,1059,250,427,474,522,421,431,272,392,733,429
"G4500850","2007-2011","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45085",,,"Sumter County, South Carolina",40542,13169,376,830,1962,1795,1618,773,745,757,2519,1794,"Sumter County, South Carolina",1195,591,133,222,310,310,257,187,199,191,382,230
"G4500870","2007-2011","SC",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45087",,,"Union County, South Carolina",33679,3165,84,208,231,377,395,229,179,330,585,547,"Union County, South Carolina",1944,338,63,90,100,148,136,100,83,145,155,133
"G4500890","2007-2011","SC",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45089",,,"Williamsburg County, South Carolina",24530,3566,109,104,236,228,250,138,175,156,411,1759,"Williamsburg County, South Carolina",3154,342,78,64,127,90,109,72,108,76,120,270
"G4500910","2007-2011","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45091",,,"York County, South Carolina",53536,23401,931,2009,2966,2759,2689,1591,1266,1461,5312,2417,"York County, South Carolina",1217,1010,250,377,417,502,383,279,318,247,551,334
"G4600030","2007-2011","SD",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46003",,,"Aurora County, South Dakota",46205,220,21,13,33,15,21,4,16,3,22,72,"Aurora County, South Dakota",2592,43,12,9,18,13,14,5,12,4,14,26
"G4600050","2007-2011","SD",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46005",,,"Beadle County, South Dakota",40455,2501,341,222,335,269,392,137,82,152,338,233,"Beadle County, South Dakota",2272,261,135,121,139,114,172,67,41,81,122,83
"G4600070","2007-2011","SD",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46007",,,"Bennett County, South Dakota",34500,465,39,77,57,33,16,26,9,13,138,57,"Bennett County, South Dakota",4029,79,31,45,40,33,23,25,14,20,64,48
"G4600090","2007-2011","SD",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46009",,,"Bon Homme County, South Dakota",43456,490,37,37,82,53,26,39,10,65,38,103,"Bon Homme County, South Dakota",4624,91,26,20,47,31,16,24,8,42,22,54
"G4600110","2007-2011","SD",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46011",,,"Brookings County, South Dakota",46101,4687,168,442,635,505,471,178,203,517,1168,400,"Brookings County, South Dakota",3000,367,81,131,169,174,153,64,115,191,207,131
"G4600130","2007-2011","SD",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46013",,,"Brown County, South Dakota",47327,4595,373,498,878,666,371,152,274,360,592,431,"Brown County, South Dakota",1997,383,126,164,200,182,119,62,112,137,139,128
"G4600150","2007-2011","SD",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46015",,,"Brule County, South Dakota",48170,583,50,79,81,66,33,28,18,45,105,78,"Brule County, South Dakota",6514,233,40,56,59,64,28,29,21,40,54,52
"G4600170","2007-2011","SD",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46017",,,"Buffalo County, South Dakota",28493,382,62,58,53,34,16,8,23,25,42,61,"Buffalo County, South Dakota",3590,55,31,33,27,25,18,10,27,21,25,28
"G4600190","2007-2011","SD",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46019",,,"Butte County, South Dakota",41145,1007,46,63,116,34,128,76,94,39,245,166,"Butte County, South Dakota",6629,196,60,48,75,34,86,63,62,40,112,75
"G4600210","2007-2011","SD",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46021",,,"Campbell County, South Dakota",40385,89,6,18,5,4,4,2,0,3,15,32,"Campbell County, South Dakota",6799,40,10,13,5,8,5,3,74,3,14,21
"G4600230","2007-2011","SD",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46023",,,"Charles Mix County, South Dakota",36757,950,143,85,104,90,63,51,50,35,90,239,"Charles Mix County, South Dakota",3719,100,48,35,45,39,31,27,32,25,38,60
"G4600250","2007-2011","SD",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46025",,,"Clark County, South Dakota",45844,292,22,40,39,25,16,11,6,11,34,88,"Clark County, South Dakota",4978,57,14,22,22,18,14,11,7,13,21,26
"G4600270","2007-2011","SD",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46027",,,"Clay County, South Dakota",39118,2192,28,94,251,267,320,57,63,262,625,225,"Clay County, South Dakota",4335,287,20,52,107,131,127,69,53,133,204,107
"G4600290","2007-2011","SD",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46029",,,"Codington County, South Dakota",44672,3188,121,356,441,388,419,311,228,181,537,206,"Codington County, South Dakota",2203,285,70,132,136,131,148,109,106,84,165,82
"G4600310","2007-2011","SD",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46031",,,"Corson County, South Dakota",28506,488,38,60,60,50,13,18,30,4,64,151,"Corson County, South Dakota",3744,63,24,28,32,26,11,17,22,6,27,40
"G4600330","2007-2011","SD",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46033",,,"Custer County, South Dakota",48125,815,79,91,101,83,56,39,38,47,23,258,"Custer County, South Dakota",3213,175,53,57,68,49,33,44,54,50,20,109
