GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,AL1BE001,AL1BE002,AL1BE003,AL1BE004,AL1BE005,AL1BE006,AL1BE007,AL1BE008,AL1BE009,AL1BE010,AL1BE011,NAME_M,ALW1M001,AL1BM001,AL1BM002,AL1BM003,AL1BM004,AL1BM005,AL1BM006,AL1BM007,AL1BM008,AL1BM009,AL1BM010,AL1BM011
"G4200510","2015-2019","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42051",,,"Fayette County, Pennsylvania",47364,14033,874,1341,1471,1376,1309,992,679,907,3086,1998,"Fayette County, Pennsylvania",1400,660,133,227,249,244,223,220,162,197,370,292
"G4200530","2015-2019","PA",,,"Pennsylvania","42","Forest County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42053",,,"Forest County, Pennsylvania",39717,296,2,17,22,12,19,19,22,22,38,123,"Forest County, Pennsylvania",2098,111,6,40,18,8,15,12,29,22,23,51
"G4200550","2015-2019","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42055",,,"Franklin County, Pennsylvania",63379,17417,805,2384,2691,2103,1684,1418,963,1172,2975,1222,"Franklin County, Pennsylvania",1460,771,229,351,355,292,289,292,240,253,402,212
"G4200570","2015-2019","PA",,,"Pennsylvania","42","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42057",,,"Fulton County, Pennsylvania",53476,1351,87,215,164,128,71,69,67,62,224,264,"Fulton County, Pennsylvania",1723,124,31,64,55,43,25,33,36,33,58,47
"G4200590","2015-2019","PA",,,"Pennsylvania","42","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42059",,,"Greene County, Pennsylvania",54776,3580,360,393,403,327,507,362,115,239,324,550,"Greene County, Pennsylvania",2655,331,110,124,127,109,190,177,53,117,94,119
"G4200610","2015-2019","PA",,,"Pennsylvania","42","Huntingdon County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42061",,,"Huntingdon County, Pennsylvania",51678,4084,251,517,483,438,445,243,167,175,598,767,"Huntingdon County, Pennsylvania",1232,257,79,120,143,108,126,70,66,53,158,141
"G4200630","2015-2019","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42063",,,"Indiana County, Pennsylvania",49320,9586,609,964,975,882,697,626,519,900,2345,1069,"Indiana County, Pennsylvania",1726,556,143,227,242,180,172,155,170,217,317,180
"G4200650","2015-2019","PA",,,"Pennsylvania","42","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42065",,,"Jefferson County, Pennsylvania",47603,4738,263,442,541,566,565,347,196,379,974,465,"Jefferson County, Pennsylvania",1612,206,81,87,118,109,100,91,72,99,162,75
"G4200670","2015-2019","PA",,,"Pennsylvania","42","Juniata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42067",,,"Juniata County, Pennsylvania",53879,2387,206,204,422,261,185,179,77,142,391,320,"Juniata County, Pennsylvania",3178,194,69,69,123,87,54,61,41,56,132,66
"G4200690","2015-2019","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42069",,,"Lackawanna County, Pennsylvania",52821,31133,1393,3055,4038,4026,3128,2218,1533,2320,6734,2688,"Lackawanna County, Pennsylvania",1206,870,246,344,480,376,374,326,275,384,541,301
"G4200710","2015-2019","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42071",,,"Lancaster County, Pennsylvania",66056,64403,2560,6261,8632,8395,5893,4610,4152,5497,15201,3202,"Lancaster County, Pennsylvania",740,1234,368,588,577,870,474,504,434,501,875,442
"G4200730","2015-2019","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42073",,,"Lawrence County, Pennsylvania",50204,9431,476,620,1047,1011,807,753,659,882,1955,1221,"Lawrence County, Pennsylvania",1859,408,142,129,204,188,141,187,157,176,258,171
"G4200750","2015-2019","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42075",,,"Lebanon County, Pennsylvania",60281,16100,696,1713,2233,2221,1383,1358,916,1658,3140,782,"Lebanon County, Pennsylvania",1496,672,172,272,335,303,232,319,217,303,365,173
"G4200770","2015-2019","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42077",,,"Lehigh County, Pennsylvania",63897,49355,1249,3781,5664,5629,5907,4626,3123,4597,12292,2487,"Lehigh County, Pennsylvania",1162,1027,265,454,429,536,584,545,528,476,862,378
"G4200790","2015-2019","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42079",,,"Luzerne County, Pennsylvania",53473,41229,2173,4261,5554,4355,4336,2986,2339,2535,8123,4567,"Luzerne County, Pennsylvania",870,937,312,478,458,433,414,323,340,424,611,377
"G4200810","2015-2019","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42081",,,"Lycoming County, Pennsylvania",54241,14027,523,1333,1857,1552,1428,1260,918,953,3224,979,"Lycoming County, Pennsylvania",1433,571,167,247,299,257,275,255,236,224,387,193
"G4200830","2015-2019","PA",,,"Pennsylvania","42","McKean County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42083",,,"McKean County, Pennsylvania",48647,4448,319,473,453,500,530,218,251,313,832,559,"McKean County, Pennsylvania",1463,321,89,140,119,114,129,78,101,98,172,105
"G4200850","2015-2019","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42085",,,"Mercer County, Pennsylvania",50696,12743,659,1299,1509,1377,1715,1201,827,869,2041,1246,"Mercer County, Pennsylvania",1349,633,169,244,225,258,253,240,193,198,289,236
"G4200870","2015-2019","PA",,,"Pennsylvania","42","Mifflin County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42087",,,"Mifflin County, Pennsylvania",50219,5463,306,703,684,692,517,495,286,396,818,566,"Mifflin County, Pennsylvania",1700,367,115,155,160,150,121,146,110,118,156,142
"G4200890","2015-2019","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42089",,,"Monroe County, Pennsylvania",63934,13138,487,1003,1640,1073,1389,1300,538,987,3692,1029,"Monroe County, Pennsylvania",1599,803,227,245,279,259,311,323,149,234,522,237
"G4200910","2015-2019","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42091",,,"Montgomery County, Pennsylvania",91546,89221,3348,9187,11867,11776,9971,6698,5281,6334,20699,4060,"Montgomery County, Pennsylvania",925,1525,408,753,636,676,690,615,481,533,843,448
"G4200930","2015-2019","PA",,,"Pennsylvania","42","Montour County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42093",,,"Montour County, Pennsylvania",58333,2432,132,161,424,217,255,147,224,153,353,366,"Montour County, Pennsylvania",4170,206,58,69,145,109,140,91,126,83,163,138
"G4200950","2015-2019","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42095",,,"Northampton County, Pennsylvania",70471,32682,940,2847,3835,4315,3619,3172,1992,3228,7135,1599,"Northampton County, Pennsylvania",1351,953,244,398,453,405,424,449,295,419,535,280
"G4200970","2015-2019","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42097",,,"Northumberland County, Pennsylvania",48671,11421,616,1201,1320,1495,1118,783,524,798,2013,1553,"Northumberland County, Pennsylvania",1565,446,157,231,229,250,212,207,156,178,274,270
"G4200990","2015-2019","PA",,,"Pennsylvania","42","Perry County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42099",,,"Perry County, Pennsylvania",63718,3832,215,434,631,502,360,208,231,198,598,455,"Perry County, Pennsylvania",1787,235,68,108,111,108,77,69,107,53,98,80
"G4201010","2015-2019","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42101",,,"Philadelphia County, Pennsylvania",45927,282465,9615,20856,31018,28602,28676,22421,15770,21458,81425,22624,"Philadelphia County, Pennsylvania",542,2916,814,1211,1340,1342,973,1331,977,1198,2072,1268
"G4201030","2015-2019","PA",,,"Pennsylvania","42","Pike County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42103",,,"Pike County, Pennsylvania",65928,3708,87,144,274,500,352,271,253,430,1117,280,"Pike County, Pennsylvania",3144,340,54,61,104,140,122,87,111,141,195,95
"G4201050","2015-2019","PA",,,"Pennsylvania","42","Potter County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42105",,,"Potter County, Pennsylvania",45419,1541,105,121,199,177,171,127,52,120,289,180,"Potter County, Pennsylvania",2000,119,34,45,48,47,48,47,17,47,53,27
"G4201070","2015-2019","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42107",,,"Schuylkill County, Pennsylvania",52280,14303,722,1616,1565,1246,1421,1208,948,988,2882,1707,"Schuylkill County, Pennsylvania",1440,617,145,295,249,202,272,269,187,223,342,240
"G4201090","2015-2019","PA",,,"Pennsylvania","42","Snyder County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42109",,,"Snyder County, Pennsylvania",58997,4118,356,499,461,563,500,264,194,266,455,560,"Snyder County, Pennsylvania",2539,248,134,102,114,138,101,101,69,104,115,119
"G4201110","2015-2019","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42111",,,"Somerset County, Pennsylvania",49089,6501,437,661,812,556,530,626,430,483,962,1004,"Somerset County, Pennsylvania",930,381,102,161,146,126,123,122,138,104,183,173
"G4201130","2015-2019","PA",,,"Pennsylvania","42","Sullivan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42113",,,"Sullivan County, Pennsylvania",47407,491,20,68,49,84,74,7,25,30,64,70,"Sullivan County, Pennsylvania",4072,79,13,34,19,30,25,7,14,18,25,22
"G4201150","2015-2019","PA",,,"Pennsylvania","42","Susquehanna County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42115",,,"Susquehanna County, Pennsylvania",54966,3954,244,382,445,439,315,245,240,285,642,717,"Susquehanna County, Pennsylvania",1474,221,59,75,82,79,61,58,74,67,91,107
"G4201170","2015-2019","PA",,,"Pennsylvania","42","Tioga County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42117",,,"Tioga County, Pennsylvania",51324,4433,218,399,477,565,370,364,223,328,881,608,"Tioga County, Pennsylvania",1664,265,60,113,95,119,72,77,63,80,159,94
"G4201190","2015-2019","PA",,,"Pennsylvania","42","Union County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42119",,,"Union County, Pennsylvania",59399,4012,246,411,509,330,489,173,267,250,1038,299,"Union County, Pennsylvania",3328,358,93,141,171,131,153,78,146,105,262,104
"G4201210","2015-2019","PA",,,"Pennsylvania","42","Venango County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42121",,,"Venango County, Pennsylvania",49945,5501,358,676,701,509,444,474,288,553,785,713,"Venango County, Pennsylvania",1396,356,105,165,143,127,124,128,96,149,145,120
"G4201230","2015-2019","PA",,,"Pennsylvania","42","Warren County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42123",,,"Warren County, Pennsylvania",50250,3958,173,514,479,543,389,276,133,261,581,609,"Warren County, Pennsylvania",1822,265,53,105,117,135,111,96,58,84,130,118
"G4201250","2015-2019","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42125",,,"Washington County, Pennsylvania",63543,20716,1120,2356,2946,2469,2212,1705,1114,1380,3478,1936,"Washington County, Pennsylvania",1257,853,207,301,312,362,265,249,221,241,302,227
"G4201270","2015-2019","PA",,,"Pennsylvania","42","Wayne County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42127",,,"Wayne County, Pennsylvania",56096,3582,197,272,358,329,471,198,136,262,695,664,"Wayne County, Pennsylvania",2856,332,105,99,75,135,165,75,58,95,160,156
"G4201290","2015-2019","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42129",,,"Westmoreland County, Pennsylvania",60471,34710,1957,3850,4175,4180,3546,2533,1912,2583,6326,3648,"Westmoreland County, Pennsylvania",1064,878,271,437,365,392,336,329,277,323,537,378
"G4201310","2015-2019","PA",,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42131",,,"Wyoming County, Pennsylvania",59415,2457,175,242,274,267,234,167,140,128,450,380,"Wyoming County, Pennsylvania",2230,181,57,68,81,69,53,60,49,39,83,93
"G4201330","2015-2019","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42133",,,"York County, Pennsylvania",66457,43312,1519,3669,5731,5396,4390,4100,3082,3697,9035,2693,"York County, Pennsylvania",916,1026,259,390,474,483,515,474,486,379,622,350
"G4400010","2015-2019","RI",,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44001",,,"Bristol County, Rhode Island",83092,5625,151,484,604,715,710,364,446,489,1263,399,"Bristol County, Rhode Island",4339,423,73,158,173,217,198,140,155,148,264,138
"G4400030","2015-2019","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44003",,,"Kent County, Rhode Island",73521,20730,565,1919,2283,2793,3001,1990,1557,1627,3870,1125,"Kent County, Rhode Island",1703,650,171,359,383,351,410,293,314,290,423,223
"G4400050","2015-2019","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44005",,,"Newport County, Rhode Island",79454,12784,552,932,1738,1580,1868,1313,678,903,2411,809,"Newport County, Rhode Island",2611,701,171,205,339,294,297,253,192,205,313,197
"G4400070","2015-2019","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44007",,,"Providence County, Rhode Island",58974,109074,4363,9117,13152,12854,13649,9024,7368,8623,24283,6641,"Providence County, Rhode Island",1051,1848,419,743,998,897,709,721,716,749,1036,734
"G4400090","2015-2019","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44009",,,"Washington County, Rhode Island",85531,12784,370,1114,1543,1360,1708,963,758,886,2754,1328,"Washington County, Rhode Island",2042,677,145,267,371,259,385,257,205,246,389,272
"G4500010","2015-2019","SC",,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45001",,,"Abbeville County, South Carolina",38741,2412,13,151,188,237,307,106,154,213,513,530,"Abbeville County, South Carolina",3097,338,12,74,110,115,123,62,87,113,178,146
"G4500030","2015-2019","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45003",,,"Aiken County, South Carolina",51399,18547,721,1190,2449,1782,1682,1487,1064,1512,4184,2476,"Aiken County, South Carolina",1718,940,213,286,447,355,340,298,283,372,610,369
"G4500050","2015-2019","SC",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45005",,,"Allendale County, South Carolina",27185,1070,27,59,98,36,114,13,77,52,236,358,"Allendale County, South Carolina",5149,170,24,50,73,34,87,16,79,51,122,137
"G4500070","2015-2019","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45007",,,"Anderson County, South Carolina",50865,21717,665,2176,2698,2739,2159,1778,1043,1383,4685,2391,"Anderson County, South Carolina",1280,941,201,349,422,421,361,287,296,264,643,390
"G4500090","2015-2019","SC",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45009",,,"Bamberg County, South Carolina",31422,1566,41,52,121,68,20,75,133,343,267,446,"Bamberg County, South Carolina",3125,269,68,34,78,50,25,69,88,200,136,176
"G4500110","2015-2019","SC",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45011",,,"Barnwell County, South Carolina",35803,2545,209,162,319,134,154,42,159,121,668,577,"Barnwell County, South Carolina",5800,327,122,83,128,92,101,49,95,70,217,157
"G4500130","2015-2019","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45013",,,"Beaufort County, South Carolina",68377,19053,802,1484,2028,2312,1773,1647,1582,1776,4215,1434,"Beaufort County, South Carolina",1987,785,269,315,359,361,331,304,326,328,485,302
"G4500150","2015-2019","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45015",,,"Berkeley County, South Carolina",63309,21586,667,1697,2780,3176,2385,1880,1181,1648,4085,2087,"Berkeley County, South Carolina",1332,861,253,313,391,464,324,344,249,249,520,388
"G4500170","2015-2019","SC",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45017",,,"Calhoun County, South Carolina",46339,1216,36,7,94,35,80,119,0,122,324,399,"Calhoun County, South Carolina",2211,208,38,10,74,33,85,86,20,108,136,143
"G4500190","2015-2019","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45019",,,"Charleston County, South Carolina",64022,61209,2200,3959,7007,7481,6766,4615,4177,5303,14372,5329,"Charleston County, South Carolina",1248,1205,453,406,679,737,628,486,475,595,850,656
"G4500210","2015-2019","SC",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45021",,,"Cherokee County, South Carolina",36883,6429,227,354,613,498,657,536,492,536,1068,1448,"Cherokee County, South Carolina",2887,479,109,158,186,156,199,230,198,206,210,261
"G4500230","2015-2019","SC",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45023",,,"Chester County, South Carolina",42442,3025,120,230,234,331,220,283,96,194,687,630,"Chester County, South Carolina",2176,249,72,112,106,142,92,109,53,69,171,176
"G4500250","2015-2019","SC",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45025",,,"Chesterfield County, South Carolina",41505,5177,384,834,539,407,374,343,178,231,902,985,"Chesterfield County, South Carolina",3031,446,159,252,174,177,147,166,119,87,219,247
"G4500270","2015-2019","SC",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45027",,,"Clarendon County, South Carolina",40900,3028,96,223,228,325,299,233,223,179,452,770,"Clarendon County, South Carolina",1925,327,62,87,92,154,129,84,107,93,150,185
"G4500290","2015-2019","SC",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45029",,,"Colleton County, South Carolina",36324,3777,119,269,345,400,437,396,70,224,478,1039,"Colleton County, South Carolina",1621,465,73,133,187,180,181,233,63,106,164,238
"G4500310","2015-2019","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45031",,,"Darlington County, South Carolina",38448,8059,260,608,581,880,555,639,486,622,1512,1916,"Darlington County, South Carolina",1940,566,106,165,170,276,171,194,157,173,315,353
"G4500330","2015-2019","SC",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45033",,,"Dillon County, South Carolina",30812,4482,170,198,439,206,249,152,309,340,784,1635,"Dillon County, South Carolina",2746,450,100,92,187,111,132,86,124,125,233,323
"G4500350","2015-2019","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45035",,,"Dorchester County, South Carolina",63080,15684,590,1281,1789,2167,1613,1219,1219,1345,3325,1136,"Dorchester County, South Carolina",1974,842,238,303,330,358,329,293,330,317,433,285
"G4500370","2015-2019","SC",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45037",,,"Edgefield County, South Carolina",49127,2379,202,110,165,137,310,131,192,183,523,426,"Edgefield County, South Carolina",2706,337,133,64,78,68,133,71,98,73,154,182
"G4500390","2015-2019","SC",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45039",,,"Fairfield County, South Carolina",38213,2274,37,173,323,113,113,102,136,108,717,452,"Fairfield County, South Carolina",5608,360,57,129,191,101,76,83,91,75,230,142
"G4500410","2015-2019","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45041",,,"Florence County, South Carolina",47058,17896,695,1633,2232,2132,1727,1363,757,1261,3702,2394,"Florence County, South Carolina",1805,933,204,341,310,380,288,266,211,320,537,352
"G4500430","2015-2019","SC",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45043",,,"Georgetown County, South Carolina",48456,5399,107,351,530,820,549,295,298,599,1048,802,"Georgetown County, South Carolina",2381,490,70,134,174,234,191,156,135,207,243,231
"G4500450","2015-2019","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45045",,,"Greenville County, South Carolina",60351,62747,2491,6293,8913,8351,6588,5263,4047,4726,12014,4061,"Greenville County, South Carolina",1239,1172,363,482,745,765,583,572,484,472,754,418
"G4500470","2015-2019","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45047",,,"Greenwood County, South Carolina",42336,9931,475,982,830,1377,893,778,675,722,2433,766,"Greenwood County, South Carolina",1607,598,163,283,219,328,247,226,243,250,451,171
"G4500490","2015-2019","SC",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45049",,,"Hampton County, South Carolina",33429,1680,8,84,175,342,259,143,38,56,126,449,"Hampton County, South Carolina",2293,241,11,48,72,128,95,70,33,44,65,133
"G4500510","2015-2019","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45051",,,"Horry County, South Carolina",50704,36980,849,2707,4281,4580,3485,3331,2233,3224,8648,3642,"Horry County, South Carolina",774,1358,194,381,563,500,485,461,374,455,676,381
"G4500530","2015-2019","SC",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45053",,,"Jasper County, South Carolina",45601,2903,38,282,169,209,398,349,186,256,735,281,"Jasper County, South Carolina",2771,395,43,146,84,160,154,188,108,164,221,141
"G4500550","2015-2019","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45055",,,"Kershaw County, South Carolina",51479,4471,140,444,548,440,412,308,366,142,990,681,"Kershaw County, South Carolina",1941,478,82,154,166,150,171,156,142,98,235,206
"G4500570","2015-2019","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45057",,,"Lancaster County, South Carolina",58849,6880,407,552,514,521,945,504,430,443,1383,1181,"Lancaster County, South Carolina",2914,561,184,197,157,185,242,185,179,161,276,249
"G4500590","2015-2019","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45059",,,"Laurens County, South Carolina",43304,7715,250,618,986,927,578,534,356,650,1624,1192,"Laurens County, South Carolina",1601,565,127,186,227,241,175,150,156,204,252,256
"G4500610","2015-2019","SC",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45061",,,"Lee County, South Carolina",32371,1625,37,135,137,82,26,113,143,64,528,360,"Lee County, South Carolina",3330,230,36,80,72,51,22,76,94,46,155,106
"G4500630","2015-2019","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45063",,,"Lexington County, South Carolina",61173,29132,1193,3070,3331,3019,2740,2830,1559,2455,5869,3066,"Lexington County, South Carolina",1036,890,243,452,388,359,396,411,301,356,571,409
"G4500650","2015-2019","SC",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45065",,,"McCormick County, South Carolina",43633,927,68,105,42,84,154,92,32,20,118,212,"McCormick County, South Carolina",6834,177,45,84,28,66,99,65,39,18,56,94
"G4500670","2015-2019","SC",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45067",,,"Marion County, South Carolina",32063,3941,248,200,358,442,265,217,171,215,663,1162,"Marion County, South Carolina",2189,369,103,108,162,172,119,81,101,106,234,295
"G4500690","2015-2019","SC",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45069",,,"Marlboro County, South Carolina",33586,3571,252,293,319,284,292,113,268,252,647,851,"Marlboro County, South Carolina",3267,385,119,155,130,124,109,80,143,96,182,214
"G4500710","2015-2019","SC",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45071",,,"Newberry County, South Carolina",44226,3961,93,340,417,410,313,269,277,448,794,600,"Newberry County, South Carolina",3287,472,52,147,179,219,124,136,172,157,263,189
"G4500730","2015-2019","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45073",,,"Oconee County, South Carolina",49134,8725,293,601,913,955,755,655,536,701,1894,1422,"Oconee County, South Carolina",2533,674,156,169,240,238,235,166,204,191,340,281
"G4500750","2015-2019","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45075",,,"Orangeburg County, South Carolina",37955,10803,345,670,915,1253,657,863,651,674,2083,2692,"Orangeburg County, South Carolina",1414,733,169,224,227,279,151,241,192,232,382,377
"G4500770","2015-2019","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45077",,,"Pickens County, South Carolina",49573,15781,611,1463,1877,1751,1320,1093,805,1136,4090,1635,"Pickens County, South Carolina",1264,775,187,320,317,309,262,244,240,301,489,281
"G4500790","2015-2019","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45079",,,"Richland County, South Carolina",54767,61426,1926,4277,7704,6656,7060,4958,3557,5409,16358,3521,"Richland County, South Carolina",1154,1753,337,560,782,684,710,486,410,554,957,439
