GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,AL1BE001,AL1BE002,AL1BE003,AL1BE004,AL1BE005,AL1BE006,AL1BE007,AL1BE008,AL1BE009,AL1BE010,AL1BE011,NAME_M,ALW1M001,AL1BM001,AL1BM002,AL1BM003,AL1BM004,AL1BM005,AL1BM006,AL1BM007,AL1BM008,AL1BM009,AL1BM010,AL1BM011
"G2000570","2015-2019","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057",,,"Ford County, Kansas",51711,4366,280,593,688,572,548,294,255,339,559,238,"Ford County, Kansas",2909,416,108,181,210,165,222,116,120,126,197,100
"G2000590","2015-2019","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059",,,"Franklin County, Kansas",56582,2801,191,431,339,375,223,174,309,187,443,129,"Franklin County, Kansas",3044,269,98,158,124,125,78,96,132,84,142,64
"G2000610","2015-2019","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061",,,"Geary County, Kansas",53133,7875,367,649,1142,1187,973,671,362,925,1212,387,"Geary County, Kansas",3035,473,157,186,280,291,260,209,155,233,283,111
"G2000630","2015-2019","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063",,,"Gove County, Kansas",48317,295,13,36,40,31,32,34,18,6,15,70,"Gove County, Kansas",6618,51,8,16,24,14,18,24,16,7,11,29
"G2000650","2015-2019","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065",,,"Graham County, Kansas",46375,212,16,10,7,23,35,22,8,11,39,41,"Graham County, Kansas",4597,54,15,12,8,13,26,19,10,10,24,21
"G2000670","2015-2019","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067",,,"Grant County, Kansas",53413,651,71,0,101,40,40,104,60,0,44,191,"Grant County, Kansas",8952,203,72,15,96,42,38,80,82,15,43,99
"G2000690","2015-2019","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069",,,"Gray County, Kansas",64930,470,69,91,83,61,19,29,36,5,27,50,"Gray County, Kansas",3363,79,30,46,36,32,19,23,25,5,18,26
"G2000710","2015-2019","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071",,,"Greeley County, Kansas",54112,192,17,33,22,20,15,3,4,6,19,53,"Greeley County, Kansas",3349,48,14,24,17,18,14,4,5,9,17,25
"G2000730","2015-2019","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073",,,"Greenwood County, Kansas",41982,726,63,58,112,46,52,48,45,54,69,179,"Greenwood County, Kansas",3275,106,31,28,47,28,33,30,40,30,33,61
"G2000750","2015-2019","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075",,,"Hamilton County, Kansas",46944,252,32,40,20,12,18,13,4,3,6,104,"Hamilton County, Kansas",7776,68,24,27,23,10,18,16,6,6,6,56
"G2000770","2015-2019","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077",,,"Harper County, Kansas",49865,688,55,76,114,80,53,33,34,30,79,134,"Harper County, Kansas",2945,105,31,27,58,36,27,18,32,19,33,40
"G2000790","2015-2019","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079",,,"Harvey County, Kansas",57982,3777,125,363,672,421,488,205,291,369,655,188,"Harvey County, Kansas",2101,293,89,128,185,129,165,97,122,135,246,71
"G2000810","2015-2019","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081",,,"Haskell County, Kansas",55064,314,15,35,47,24,0,0,0,18,21,154,"Haskell County, Kansas",4718,64,22,20,23,19,10,10,10,15,18,51
"G2000830","2015-2019","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083",,,"Hodgeman County, Kansas",61211,142,17,8,12,23,28,2,0,1,9,42,"Hodgeman County, Kansas",5331,43,15,9,8,19,21,3,10,3,10,19
"G2000850","2015-2019","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085",,,"Jackson County, Kansas",57914,1335,106,145,293,92,75,72,105,53,288,106,"Jackson County, Kansas",2619,127,52,49,101,50,45,38,57,31,89,40
"G2000870","2015-2019","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087",,,"Jefferson County, Kansas",64864,1207,88,199,228,238,97,62,61,38,110,86,"Jefferson County, Kansas",4161,152,54,87,73,94,46,31,34,26,43,38
"G2000890","2015-2019","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089",,,"Jewell County, Kansas",40676,258,2,10,12,24,17,15,17,29,44,88,"Jewell County, Kansas",3686,54,5,10,10,15,11,12,12,23,23,34
"G2000910","2015-2019","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20091",,,"Johnson County, Kansas",89087,70341,2757,7717,11304,10797,8422,6170,3892,5247,11572,2463,"Johnson County, Kansas",998,1249,355,581,710,788,603,430,531,511,740,307
"G2000930","2015-2019","KS",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20093",,,"Kearny County, Kansas",52599,287,21,44,33,17,18,20,0,27,22,85,"Kearny County, Kansas",10953,77,21,33,27,20,25,24,10,31,27,43
"G2000950","2015-2019","KS",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20095",,,"Kingman County, Kansas",60469,672,72,111,122,55,25,54,21,46,81,85,"Kingman County, Kansas",4333,132,51,52,61,33,22,43,18,31,45,33
"G2000970","2015-2019","KS",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20097",,,"Kiowa County, Kansas",53274,290,16,57,21,35,41,39,36,4,21,20,"Kiowa County, Kansas",4282,43,14,20,11,17,17,19,18,5,13,13
"G2000990","2015-2019","KS",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20099",,,"Labette County, Kansas",47643,2493,121,207,322,229,253,199,215,242,423,282,"Labette County, Kansas",2802,239,56,80,126,87,87,66,110,92,120,83
"G2001010","2015-2019","KS",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20101",,,"Lane County, Kansas",52125,185,19,30,4,17,21,6,2,14,9,63,"Lane County, Kansas",11836,52,16,21,4,11,20,8,3,19,10,36
"G2001030","2015-2019","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20103",,,"Leavenworth County, Kansas",73013,8879,408,1091,1395,1396,921,747,583,434,1475,429,"Leavenworth County, Kansas",1924,435,123,221,245,258,202,169,190,144,282,115
"G2001050","2015-2019","KS",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20105",,,"Lincoln County, Kansas",45076,276,28,34,20,15,50,31,5,3,20,70,"Lincoln County, Kansas",4548,51,20,20,10,18,22,20,7,5,17,32
"G2001070","2015-2019","KS",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20107",,,"Linn County, Kansas",48778,1012,108,183,98,91,73,121,89,78,93,78,"Linn County, Kansas",5724,155,83,81,51,56,43,70,61,45,44,42
"G2001090","2015-2019","KS",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20109",,,"Logan County, Kansas",51740,355,29,19,67,36,57,4,14,37,22,70,"Logan County, Kansas",2956,60,19,14,30,23,35,6,19,28,18,37
"G2001110","2015-2019","KS",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20111",,,"Lyon County, Kansas",46338,5426,254,531,696,538,486,429,268,573,1215,436,"Lyon County, Kansas",2947,377,105,153,209,172,159,149,104,186,228,148
"G2001130","2015-2019","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113",,,"McPherson County, Kansas",59089,3761,225,581,547,580,306,274,87,145,678,338,"McPherson County, Kansas",3865,288,83,188,147,163,123,124,54,70,154,97
"G2001150","2015-2019","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115",,,"Marion County, Kansas",52123,1040,127,145,191,134,88,38,30,61,106,120,"Marion County, Kansas",3222,112,60,49,58,43,45,28,20,35,40,42
"G2001170","2015-2019","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117",,,"Marshall County, Kansas",51895,870,92,96,142,117,107,82,21,31,87,95,"Marshall County, Kansas",1946,127,43,47,53,61,61,52,16,21,49,41
"G2001190","2015-2019","KS",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20119",,,"Meade County, Kansas",59316,520,52,87,76,8,58,0,43,17,27,152,"Meade County, Kansas",5364,82,25,39,38,10,33,10,26,14,21,53
"G2001210","2015-2019","KS",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20121",,,"Miami County, Kansas",71995,2666,127,194,571,292,346,228,103,163,402,240,"Miami County, Kansas",2762,347,71,100,215,143,165,110,82,79,133,117
"G2001230","2015-2019","KS",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20123",,,"Mitchell County, Kansas",46203,738,68,83,167,71,64,11,50,35,102,87,"Mitchell County, Kansas",3054,136,48,49,70,42,50,15,51,41,62,47
"G2001250","2015-2019","KS",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20125",,,"Montgomery County, Kansas",45157,4239,171,503,576,419,527,415,222,315,654,437,"Montgomery County, Kansas",2834,328,73,132,183,116,147,147,95,115,148,132
"G2001270","2015-2019","KS",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20127",,,"Morris County, Kansas",55658,448,30,74,91,43,43,31,28,0,48,60,"Morris County, Kansas",6747,79,24,32,51,30,27,19,24,15,35,24
"G2001290","2015-2019","KS",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20129",,,"Morton County, Kansas",47750,317,18,39,57,5,4,38,7,3,53,93,"Morton County, Kansas",7802,85,19,25,49,6,5,31,10,5,43,43
"G2001310","2015-2019","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131",,,"Nemaha County, Kansas",63216,1005,85,161,154,127,87,57,15,60,118,141,"Nemaha County, Kansas",3169,104,39,73,59,43,44,35,15,36,57,51
"G2001330","2015-2019","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133",,,"Neosho County, Kansas",46291,1957,130,262,269,149,198,109,67,138,350,285,"Neosho County, Kansas",2607,192,64,104,98,64,97,63,51,77,124,128
"G2001350","2015-2019","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135",,,"Ness County, Kansas",56492,211,59,29,25,4,15,7,2,3,17,50,"Ness County, Kansas",4610,57,40,24,13,5,10,6,3,4,13,21
"G2001370","2015-2019","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137",,,"Norton County, Kansas",49038,363,4,15,85,99,3,46,2,17,47,45,"Norton County, Kansas",6902,103,9,13,58,56,5,38,3,25,49,42
"G2001390","2015-2019","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139",,,"Osage County, Kansas",54090,1672,57,139,221,137,271,174,166,116,215,176,"Osage County, Kansas",3449,168,30,66,75,58,82,84,84,61,66,92
"G2001410","2015-2019","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141",,,"Osborne County, Kansas",51286,416,77,41,27,42,32,33,24,20,48,72,"Osborne County, Kansas",5669,76,44,23,18,17,20,34,27,24,28,33
"G2001430","2015-2019","KS",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20143",,,"Ottawa County, Kansas",54784,499,34,69,67,53,29,41,27,46,58,75,"Ottawa County, Kansas",4009,80,20,36,34,38,15,26,25,30,34,29
"G2001450","2015-2019","KS",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20145",,,"Pawnee County, Kansas",49917,831,129,172,77,72,117,114,6,14,72,58,"Pawnee County, Kansas",7384,184,82,105,54,68,87,85,8,20,56,51
"G2001470","2015-2019","KS",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20147",,,"Phillips County, Kansas",50093,562,23,73,63,59,32,52,19,75,49,117,"Phillips County, Kansas",1778,94,15,35,34,38,22,30,17,34,36,41
"G2001490","2015-2019","KS",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20149",,,"Pottawatomie County, Kansas",66835,1857,110,138,350,134,236,141,141,122,308,177,"Pottawatomie County, Kansas",5746,279,53,60,136,67,111,68,77,75,112,77
"G2001510","2015-2019","KS",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20151",,,"Pratt County, Kansas",52327,1178,64,148,128,180,219,55,63,85,97,139,"Pratt County, Kansas",3804,168,49,70,56,99,113,34,53,60,57,54
"G2001530","2015-2019","KS",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20153",,,"Rawlins County, Kansas",53207,305,21,41,31,10,45,8,11,24,18,96,"Rawlins County, Kansas",5460,63,14,27,21,10,29,7,16,19,23,38
"G2001550","2015-2019","KS",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20155",,,"Reno County, Kansas",49936,7683,347,696,1069,1056,680,680,371,635,1543,606,"Reno County, Kansas",1432,451,128,172,202,248,167,179,140,140,239,136
"G2001570","2015-2019","KS",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20157",,,"Republic County, Kansas",47976,601,45,45,115,73,61,28,6,29,104,95,"Republic County, Kansas",3573,88,33,22,44,33,35,21,6,21,41,45
"G2001590","2015-2019","KS",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20159",,,"Rice County, Kansas",53012,999,168,163,107,33,95,71,23,89,134,116,"Rice County, Kansas",5737,135,70,68,57,26,62,38,18,59,70,42
"G2001610","2015-2019","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20161",,,"Riley County, Kansas",51208,15049,330,1039,1701,1820,1722,1408,1027,1303,4103,596,"Riley County, Kansas",2475,612,144,252,291,275,261,283,263,276,469,161
"G2001630","2015-2019","KS",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20163",,,"Rooks County, Kansas",49415,501,26,69,112,75,45,36,16,28,45,49,"Rooks County, Kansas",3313,75,15,35,45,31,21,27,10,20,28,21
"G2001650","2015-2019","KS",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20165",,,"Rush County, Kansas",47981,344,56,6,38,28,23,39,6,13,64,71,"Rush County, Kansas",8624,77,38,6,24,24,14,26,10,11,30,33
"G2001670","2015-2019","KS",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20167",,,"Russell County, Kansas",44792,663,23,25,70,78,131,48,30,74,133,51,"Russell County, Kansas",9481,175,17,14,53,52,97,49,36,61,68,34
"G2001690","2015-2019","KS",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20169",,,"Saline County, Kansas",52200,7313,201,838,1024,929,645,676,644,570,1337,449,"Saline County, Kansas",1534,494,90,196,269,241,199,218,228,162,276,189
"G2001710","2015-2019","KS",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20171",,,"Scott County, Kansas",65417,591,16,149,35,0,42,68,14,34,51,182,"Scott County, Kansas",14312,143,27,85,38,10,42,73,23,43,50,97
"G2001730","2015-2019","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20173",,,"Sedgwick County, Kansas",56524,73074,3339,6535,10100,9642,7877,5899,4845,6040,14468,4329,"Sedgwick County, Kansas",809,1183,424,544,665,730,663,630,487,605,759,501
"G2001750","2015-2019","KS",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20175",,,"Seward County, Kansas",49291,2437,157,292,481,308,237,189,121,76,427,149,"Seward County, Kansas",3984,291,91,136,186,99,103,96,86,68,168,78
"G2001770","2015-2019","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20177",,,"Shawnee County, Kansas",56762,25707,963,2620,3609,3114,2964,2177,1254,2264,5484,1258,"Shawnee County, Kansas",1577,824,173,385,379,342,432,314,214,267,509,243
"G2001790","2015-2019","KS",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20179",,,"Sheridan County, Kansas",62885,264,17,38,35,40,16,14,5,11,19,69,"Sheridan County, Kansas",11634,54,16,30,24,29,14,11,7,11,18,27
"G2001810","2015-2019","KS",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20181",,,"Sherman County, Kansas",54754,842,81,24,154,105,54,68,38,35,159,124,"Sherman County, Kansas",2686,206,63,29,100,75,65,59,47,42,82,77
"G2001830","2015-2019","KS",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20183",,,"Smith County, Kansas",43429,390,88,20,39,52,10,5,3,29,43,101,"Smith County, Kansas",4967,72,45,15,22,22,8,5,4,19,28,31
"G2001850","2015-2019","KS",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20185",,,"Stafford County, Kansas",49375,333,30,60,46,38,10,23,11,3,46,66,"Stafford County, Kansas",5250,65,15,35,26,22,9,18,12,5,25,34
"G2001870","2015-2019","KS",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20187",,,"Stanton County, Kansas",52054,188,12,17,27,20,0,18,14,20,6,54,"Stanton County, Kansas",7232,57,13,19,30,19,10,23,21,21,10,41
"G2001890","2015-2019","KS",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20189",,,"Stevens County, Kansas",57806,540,37,49,80,17,63,12,22,11,82,167,"Stevens County, Kansas",10794,139,36,45,54,23,51,13,32,16,55,71
"G2001910","2015-2019","KS",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20191",,,"Sumner County, Kansas",55000,2437,130,204,538,266,251,105,94,187,361,301,"Sumner County, Kansas",4888,254,51,75,128,105,78,58,71,90,108,97
"G2001930","2015-2019","KS",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20193",,,"Thomas County, Kansas",60124,1093,130,47,145,197,45,89,36,0,251,153,"Thomas County, Kansas",5288,179,98,40,97,115,43,76,48,15,167,84
"G2001950","2015-2019","KS",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20195",,,"Trego County, Kansas",57966,346,18,26,32,5,81,44,25,39,21,55,"Trego County, Kansas",6621,92,15,19,26,7,56,42,31,32,19,40
"G2001970","2015-2019","KS",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20197",,,"Wabaunsee County, Kansas",61178,399,29,34,101,34,42,18,19,6,39,77,"Wabaunsee County, Kansas",3872,82,34,20,58,21,27,10,12,5,21,30
"G2001990","2015-2019","KS",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20199",,,"Wallace County, Kansas",63269,153,11,38,31,4,10,0,0,3,0,56,"Wallace County, Kansas",10491,39,9,21,20,4,10,10,10,4,10,27
"G2002010","2015-2019","KS",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20201",,,"Washington County, Kansas",50588,515,80,52,103,19,27,4,13,23,50,144,"Washington County, Kansas",2822,81,32,23,40,12,19,7,13,15,27,50
"G2002030","2015-2019","KS",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20203",,,"Wichita County, Kansas",57978,249,42,26,20,0,8,27,11,16,33,66,"Wichita County, Kansas",7215,77,33,27,25,10,7,33,16,21,32,43
"G2002050","2015-2019","KS",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20205",,,"Wilson County, Kansas",48341,991,61,69,139,113,67,56,13,120,173,180,"Wilson County, Kansas",3721,156,46,39,67,50,39,39,15,71,60,63
"G2002070","2015-2019","KS",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20207",,,"Woodson County, Kansas",39643,329,12,47,31,28,13,17,18,21,41,101,"Woodson County, Kansas",5383,65,10,24,18,19,11,13,15,13,24,45
"G2002090","2015-2019","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20209",,,"Wyandotte County, Kansas",46881,25610,951,2262,2901,2806,3112,1978,1880,1915,5622,2183,"Wyandotte County, Kansas",952,723,184,309,315,336,408,292,330,289,498,286
"G2100010","2015-2019","KY",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21001",,,"Adair County, Kentucky",38021,1666,89,122,204,116,210,183,113,97,203,329,"Adair County, Kentucky",3063,213,57,62,114,62,109,106,75,70,81,116
