GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AF49E001,AF9FE001,AF9FE002,AF9FE003,AF9FE004,AF9FE005,AF9FE006,AF9FE007,AF9FE008,AF9FE009,AF9FE010,AF9FE011,NAME_M,AF49M001,AF9FM001,AF9FM002,AF9FM003,AF9FM004,AF9FM005,AF9FM006,AF9FM007,AF9FM008,AF9FM009,AF9FM010,AF9FM011
"G5300090","2012-2016","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53009",,,"Clallam County, Washington",47180,9490,378,551,1084,1170,888,922,636,1092,2180,589,"Clallam County, Washington",1585,478,113,134,244,228,205,197,159,258,276,131
"G5300110","2012-2016","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53011",,,"Clark County, Washington",62879,58034,1548,4231,7324,7326,7578,5961,3853,5731,12178,2304,"Clark County, Washington",1129,1117,224,381,584,490,626,554,467,557,767,318
"G5300130","2012-2016","WA",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53013",,,"Columbia County, Washington",42083,476,28,53,44,45,56,51,29,18,94,58,"Columbia County, Washington",6082,103,24,31,29,27,31,32,21,13,43,31
"G5300150","2012-2016","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53015",,,"Cowlitz County, Washington",49127,13564,395,915,1409,1522,1414,1332,1206,1380,3204,787,"Cowlitz County, Washington",1347,644,163,218,254,272,210,265,238,250,374,211
"G5300170","2012-2016","WA",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53017",,,"Douglas County, Washington",53758,4151,202,361,547,603,434,200,344,325,599,536,"Douglas County, Washington",2599,306,98,106,118,156,128,93,109,113,147,121
"G5300190","2012-2016","WA",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53019",,,"Ferry County, Washington",39555,891,63,120,62,53,59,107,79,60,143,145,"Ferry County, Washington",3077,124,36,45,34,29,34,46,56,35,46,46
"G5300210","2012-2016","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53021",,,"Franklin County, Washington",58284,8085,514,715,1025,833,901,706,399,626,1762,604,"Franklin County, Washington",2447,484,192,208,295,192,259,244,171,177,313,213
"G5300230","2012-2016","WA",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53023",,,"Garfield County, Washington",51395,278,40,42,19,6,21,16,5,28,70,31,"Garfield County, Washington",6599,64,20,32,15,9,20,16,8,26,41,21
"G5300250","2012-2016","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53025",,,"Grant County, Washington",50145,11536,903,1304,1552,1488,1194,867,447,703,1775,1303,"Grant County, Washington",1915,702,245,267,362,320,321,226,172,210,347,262
"G5300270","2012-2016","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53027",,,"Grays Harbor County, Washington",44521,9042,288,757,1120,794,1249,799,662,744,1789,840,"Grays Harbor County, Washington",1713,563,117,189,234,164,248,229,181,191,299,161
"G5300290","2012-2016","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53029",,,"Island County, Washington",60261,10972,407,781,1134,1457,1341,976,754,1161,2163,798,"Island County, Washington",2168,474,148,184,210,231,242,239,179,209,325,200
"G5300310","2012-2016","WA",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53031",,,"Jefferson County, Washington",50928,3535,191,266,256,450,251,310,284,239,953,335,"Jefferson County, Washington",2704,364,85,104,129,158,139,123,115,113,221,119
"G5300330","2012-2016","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53033",,,"King County, Washington",78800,355444,12191,30088,48611,49185,42100,32339,23249,29178,72858,15645,"King County, Washington",761,3339,905,1491,2027,1724,1400,1271,1301,1263,2006,840
"G5300350","2012-2016","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53035",,,"Kitsap County, Washington",65017,32069,832,2413,3939,4329,3477,3199,2287,2666,6999,1928,"Kitsap County, Washington",937,1194,176,346,458,453,401,450,322,372,583,272
"G5300370","2012-2016","WA",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53037",,,"Kittitas County, Washington",47898,7643,66,383,649,905,554,672,474,677,2488,775,"Kittitas County, Washington",3137,507,45,121,198,227,198,199,176,192,385,234
"G5300390","2012-2016","WA",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53039",,,"Klickitat County, Washington",49633,2630,43,270,324,297,157,289,295,231,338,386,"Klickitat County, Washington",2820,335,27,115,125,121,66,135,151,117,128,123
"G5300410","2012-2016","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53041",,,"Lewis County, Washington",44526,9368,371,762,1014,900,844,815,656,755,2495,756,"Lewis County, Washington",1600,548,124,190,205,194,154,234,178,187,321,164
"G5300430","2012-2016","WA",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53043",,,"Lincoln County, Washington",47676,947,28,97,144,102,57,83,17,60,126,233,"Lincoln County, Washington",2076,116,16,38,58,49,31,55,19,28,44,50
"G5300450","2012-2016","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53045",,,"Mason County, Washington",51764,5150,107,343,864,446,359,433,297,498,1305,498,"Mason County, Washington",2240,523,49,131,238,141,119,164,113,167,296,164
"G5300470","2012-2016","WA",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53047",,,"Okanogan County, Washington",41158,5541,229,581,538,538,630,322,397,349,974,983,"Okanogan County, Washington",2669,492,89,179,147,180,164,116,127,114,227,207
"G5300490","2012-2016","WA",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53049",,,"Pacific County, Washington",38387,2361,31,211,339,290,202,256,109,316,380,227,"Pacific County, Washington",2510,281,23,90,112,73,75,92,66,112,98,79
"G5300510","2012-2016","WA",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53051",,,"Pend Oreille County, Washington",46036,1249,54,58,137,135,110,73,93,79,249,261,"Pend Oreille County, Washington",5287,188,26,35,66,72,57,47,66,52,80,80
"G5300530","2012-2016","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53053",,,"Pierce County, Washington",61468,120436,2678,8100,15048,14739,13842,11056,8049,12673,27977,6274,"Pierce County, Washington",573,1773,351,584,869,758,755,773,581,897,1134,534
"G5300550","2012-2016","WA",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53055",,,"San Juan County, Washington",58029,2085,83,150,246,174,281,151,115,139,466,280,"San Juan County, Washington",2737,148,34,42,53,43,74,36,30,36,66,51
"G5300570","2012-2016","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53057",,,"Skagit County, Washington",56433,14974,340,1033,1705,1709,1450,1623,1131,1161,3859,963,"Skagit County, Washington",1357,649,87,187,287,266,239,239,215,204,340,168
"G5300590","2012-2016","WA",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53059",,,"Skamania County, Washington",53082,1403,88,191,117,152,63,113,68,55,342,214,"Skamania County, Washington",3466,148,40,73,40,56,32,50,37,31,73,72
"G5300610","2012-2016","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53061",,,"Snohomish County, Washington",73528,94389,2578,5946,11797,12520,12513,9362,6351,8536,20313,4473,"Snohomish County, Washington",903,1702,399,531,689,797,807,708,610,720,845,558
"G5300630","2012-2016","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53063",,,"Spokane County, Washington",50550,71872,2111,5710,7762,8490,8265,6796,4931,5994,18189,3624,"Spokane County, Washington",687,1589,349,501,727,676,620,581,534,495,983,400
"G5300650","2012-2016","WA",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53065",,,"Stevens County, Washington",44115,4206,181,482,334,435,405,410,287,382,852,438,"Stevens County, Washington",1698,335,58,128,85,119,110,114,113,103,152,101
"G5300670","2012-2016","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53067",,,"Thurston County, Washington",62854,37450,975,2530,4113,4741,4763,3650,2730,3084,8536,2328,"Thurston County, Washington",1077,1106,221,376,452,581,537,494,423,364,767,429
"G5300690","2012-2016","WA",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53069",,,"Wahkiakum County, Washington",48116,346,10,37,13,25,21,29,12,20,139,40,"Wahkiakum County, Washington",4851,93,11,27,15,26,21,21,12,29,74,34
"G5300710","2012-2016","WA",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53071",,,"Walla Walla County, Washington",48705,7690,306,606,1085,729,659,762,454,738,1804,547,"Walla Walla County, Washington",2123,430,138,172,215,157,165,219,168,213,302,159
"G5300730","2012-2016","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53073",,,"Whatcom County, Washington",54207,30604,682,2291,3212,2885,3396,2382,2358,2401,9253,1744,"Whatcom County, Washington",1103,1003,222,337,449,404,435,345,357,347,580,349
"G5300750","2012-2016","WA",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53075",,,"Whitman County, Washington",38636,9523,427,648,895,691,803,538,494,587,3577,863,"Whitman County, Washington",2073,420,165,163,193,177,200,146,162,159,333,172
"G5300770","2012-2016","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53077",,,"Yakima County, Washington",45700,29950,1148,2335,3365,3514,3422,2434,2229,2473,6171,2859,"Yakima County, Washington",933,823,249,307,395,393,422,365,351,366,565,371
"G5400010","2012-2016","WV",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54001",,,"Barbour County, West Virginia",36733,1774,70,163,170,98,194,140,52,101,378,408,"Barbour County, West Virginia",1933,258,51,82,96,49,91,76,31,48,111,126
"G5400030","2012-2016","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54003",,,"Berkeley County, West Virginia",57148,11074,371,1304,1230,1479,1161,1151,645,760,2117,856,"Berkeley County, West Virginia",1674,651,157,296,244,317,323,296,181,213,324,278
"G5400050","2012-2016","WV",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54005",,,"Boone County, West Virginia",37820,2273,156,133,172,99,162,172,79,139,518,643,"Boone County, West Virginia",2024,241,68,63,78,47,79,69,62,88,147,141
"G5400070","2012-2016","WV",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54007",,,"Braxton County, West Virginia",38092,1323,108,74,102,75,185,62,46,64,174,433,"Braxton County, West Virginia",4998,206,66,51,57,47,86,38,31,46,71,127
"G5400090","2012-2016","WV",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54009",,,"Brooke County, West Virginia",46265,2685,261,206,251,374,285,154,76,217,496,365,"Brooke County, West Virginia",2309,298,122,89,113,132,124,106,48,109,159,116
"G5400110","2012-2016","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54011",,,"Cabell County, West Virginia",37760,15633,516,1307,1646,1543,1424,1185,768,977,4340,1927,"Cabell County, West Virginia",2050,632,147,254,275,283,274,238,194,204,422,308
"G5400130","2012-2016","WV",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54013",,,"Calhoun County, West Virginia",39384,513,20,50,32,22,36,18,4,36,88,207,"Calhoun County, West Virginia",5164,120,23,58,39,31,45,20,8,33,52,90
"G5400150","2012-2016","WV",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54015",,,"Clay County, West Virginia",33639,640,67,24,22,2,49,110,15,34,106,211,"Clay County, West Virginia",5335,135,38,24,24,3,38,61,22,32,74,80
"G5400170","2012-2016","WV",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54017",,,"Doddridge County, West Virginia",39381,372,14,3,13,10,27,21,12,10,58,204,"Doddridge County, West Virginia",3138,102,16,4,18,11,30,19,13,13,45,83
"G5400190","2012-2016","WV",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54019",,,"Fayette County, West Virginia",37846,3973,135,317,528,253,485,305,204,232,747,767,"Fayette County, West Virginia",1767,435,73,104,215,95,161,106,74,91,211,218
"G5400210","2012-2016","WV",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54021",,,"Gilmer County, West Virginia",37286,671,56,37,51,43,49,48,41,18,106,222,"Gilmer County, West Virginia",4065,144,25,29,29,33,34,37,48,20,48,89
"G5400230","2012-2016","WV",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54023",,,"Grant County, West Virginia",38703,872,45,83,120,159,92,27,4,87,148,107,"Grant County, West Virginia",2748,188,51,50,58,74,54,26,7,70,73,54
"G5400250","2012-2016","WV",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54025",,,"Greenbrier County, West Virginia",40026,3914,154,334,396,436,296,424,190,194,703,787,"Greenbrier County, West Virginia",3375,333,79,127,160,109,109,142,121,82,153,162
"G5400270","2012-2016","WV",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54027",,,"Hampshire County, West Virginia",32177,4039,137,347,394,294,279,350,137,237,412,1452,"Hampshire County, West Virginia",1988,369,111,153,152,111,117,126,88,109,125,285
"G5400290","2012-2016","WV",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54029",,,"Hancock County, West Virginia",40316,3623,182,320,392,379,483,155,69,299,864,480,"Hancock County, West Virginia",2411,332,108,134,130,130,168,58,47,123,227,159
"G5400310","2012-2016","WV",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54031",,,"Hardy County, West Virginia",39840,1416,99,210,216,133,162,146,166,58,61,165,"Hardy County, West Virginia",3258,213,64,114,101,86,86,66,115,54,40,77
"G5400330","2012-2016","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54033",,,"Harrison County, West Virginia",44845,7448,350,683,644,850,761,551,563,313,1393,1340,"Harrison County, West Virginia",1378,488,103,186,143,185,210,147,170,102,281,213
"G5400350","2012-2016","WV",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54035",,,"Jackson County, West Virginia",40949,2330,162,282,261,246,181,79,151,197,306,465,"Jackson County, West Virginia",3711,330,91,143,122,114,96,69,92,106,124,172
"G5400370","2012-2016","WV",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54037",,,"Jefferson County, West Virginia",69753,5310,175,498,728,601,356,436,402,425,1018,671,"Jefferson County, West Virginia",2815,375,82,135,180,145,117,138,138,134,209,173
"G5400390","2012-2016","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54039",,,"Kanawha County, West Virginia",46528,25215,1360,2782,3406,2971,2267,1773,1343,1330,4939,3044,"Kanawha County, West Virginia",1086,907,239,377,381,373,331,249,214,244,456,372
"G5400410","2012-2016","WV",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54041",,,"Lewis County, West Virginia",37827,1894,224,119,255,118,92,68,134,176,265,443,"Lewis County, West Virginia",1734,224,99,65,91,55,60,38,78,79,98,126
"G5400430","2012-2016","WV",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54043",,,"Lincoln County, West Virginia",36232,1942,127,182,50,55,51,87,58,158,374,800,"Lincoln County, West Virginia",3818,310,88,101,40,42,32,57,35,80,134,188
"G5400450","2012-2016","WV",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54045",,,"Logan County, West Virginia",37262,3404,201,373,288,158,140,203,161,233,663,984,"Logan County, West Virginia",2777,333,92,127,101,70,71,92,72,90,171,242
"G5400470","2012-2016","WV",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54047",,,"McDowell County, West Virginia",25206,1732,67,47,19,56,100,89,46,142,325,841,"McDowell County, West Virginia",1236,208,48,31,19,43,47,52,32,59,112,167
"G5400490","2012-2016","WV",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54049",,,"Marion County, West Virginia",46430,5279,227,579,530,461,585,453,253,254,1160,777,"Marion County, West Virginia",2366,432,70,150,131,146,166,144,93,84,201,154
"G5400510","2012-2016","WV",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54051",,,"Marshall County, West Virginia",44464,3139,227,376,396,318,271,243,135,211,550,412,"Marshall County, West Virginia",3351,300,99,123,136,115,99,107,92,104,173,108
"G5400530","2012-2016","WV",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54053",,,"Mason County, West Virginia",37322,2307,149,161,142,168,129,191,110,57,479,721,"Mason County, West Virginia",3472,316,79,85,100,71,81,96,73,48,185,195
"G5400550","2012-2016","WV",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54055",,,"Mercer County, West Virginia",37255,6867,285,768,541,680,744,340,308,578,1569,1054,"Mercer County, West Virginia",1925,507,120,298,171,197,161,136,116,181,268,244
"G5400570","2012-2016","WV",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54057",,,"Mineral County, West Virginia",36153,4388,171,283,540,319,373,532,185,287,514,1184,"Mineral County, West Virginia",2915,432,113,130,176,129,159,192,93,128,139,251
"G5400590","2012-2016","WV",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54059",,,"Mingo County, West Virginia",32441,2719,150,174,189,182,136,80,194,233,344,1037,"Mingo County, West Virginia",2377,260,100,82,101,73,67,39,86,93,110,209
"G5400610","2012-2016","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54061",,,"Monongalia County, West Virginia",47060,16027,882,1343,1584,1498,1133,899,670,1034,4889,2095,"Monongalia County, West Virginia",2190,671,245,286,299,263,207,193,173,260,415,357
"G5400630","2012-2016","WV",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54063",,,"Monroe County, West Virginia",35995,1262,73,67,161,78,135,35,105,56,125,427,"Monroe County, West Virginia",2832,224,61,65,91,52,92,32,76,42,86,125
"G5400650","2012-2016","WV",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54065",,,"Morgan County, West Virginia",43234,1778,82,168,178,186,157,115,46,96,298,452,"Morgan County, West Virginia",3364,274,60,103,96,76,98,70,44,81,105,144
"G5400670","2012-2016","WV",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54067",,,"Nicholas County, West Virginia",39901,2197,125,123,110,95,336,87,104,63,392,762,"Nicholas County, West Virginia",2657,305,85,61,59,59,127,59,80,49,142,207
"G5400690","2012-2016","WV",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54069",,,"Ohio County, West Virginia",41986,6066,405,349,573,532,557,720,345,454,1397,734,"Ohio County, West Virginia",1582,370,130,102,141,127,110,191,122,120,231,150
"G5400710","2012-2016","WV",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54071",,,"Pendleton County, West Virginia",37035,682,30,85,100,82,20,52,8,8,79,218,"Pendleton County, West Virginia",3551,122,24,50,51,40,16,31,12,12,45,78
"G5400730","2012-2016","WV",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54073",,,"Pleasants County, West Virginia",45191,476,3,36,44,151,21,41,17,2,79,82,"Pleasants County, West Virginia",4513,103,5,33,29,87,19,27,15,3,38,46
"G5400750","2012-2016","WV",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54075",,,"Pocahontas County, West Virginia",36026,719,64,47,57,87,69,19,39,58,118,161,"Pocahontas County, West Virginia",4481,134,37,28,32,43,37,18,31,38,54,65
"G5400770","2012-2016","WV",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54077",,,"Preston County, West Virginia",45221,2368,102,162,317,185,210,151,38,105,444,654,"Preston County, West Virginia",1991,299,50,78,102,73,85,60,25,62,135,147
"G5400790","2012-2016","WV",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54079",,,"Putnam County, West Virginia",56640,3929,232,418,496,455,272,359,125,188,719,665,"Putnam County, West Virginia",2993,390,140,142,169,152,154,133,79,113,223,203
"G5400810","2012-2016","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54081",,,"Raleigh County, West Virginia",41533,8455,517,775,939,780,889,303,286,749,1678,1539,"Raleigh County, West Virginia",1686,596,171,189,221,214,221,119,126,235,285,276
