GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AF49E001,AF9FE001,AF9FE002,AF9FE003,AF9FE004,AF9FE005,AF9FE006,AF9FE007,AF9FE008,AF9FE009,AF9FE010,AF9FE011,NAME_M,AF49M001,AF9FM001,AF9FM002,AF9FM003,AF9FM004,AF9FM005,AF9FM006,AF9FM007,AF9FM008,AF9FM009,AF9FM010,AF9FM011
"G5100950","2012-2016","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51095",,,"James City County, Virginia",80226,7044,324,497,654,839,548,643,448,515,1959,617,"James City County, Virginia",2989,523,159,202,172,216,186,233,179,159,361,206
"G5100970","2012-2016","VA",,,"Virginia","51","King and Queen County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51097",,,"King and Queen County, Virginia",48852,593,24,137,78,36,81,17,0,41,104,75,"King and Queen County, Virginia",5305,146,19,79,48,29,53,21,17,39,58,47
"G5100990","2012-2016","VA",,,"Virginia","51","King George County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51099",,,"King George County, Virginia",84342,2320,222,270,305,271,308,80,234,172,243,215,"King George County, Virginia",6098,288,158,120,118,113,118,48,134,89,82,92
"G5101010","2012-2016","VA",,,"Virginia","51","King William County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51101",,,"King William County, Virginia",64297,966,48,85,133,31,97,18,33,91,225,205,"King William County, Virginia",3140,210,50,63,72,29,63,19,29,61,121,115
"G5101030","2012-2016","VA",,,"Virginia","51","Lancaster County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51103",,,"Lancaster County, Virginia",50118,1275,62,193,101,118,168,63,67,72,223,208,"Lancaster County, Virginia",5751,197,43,114,63,54,74,39,49,43,79,99
"G5101050","2012-2016","VA",,,"Virginia","51","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51105",,,"Lee County, Virginia",31577,2627,152,167,191,299,154,199,96,248,542,579,"Lee County, Virginia",2309,293,97,72,78,110,66,98,51,97,137,150
"G5101070","2012-2016","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51107",,,"Loudoun County, Virginia",125672,26417,825,2264,3574,4296,2559,2408,1603,2840,4769,1279,"Loudoun County, Virginia",1679,828,204,343,392,421,309,479,225,406,475,269
"G5101090","2012-2016","VA",,,"Virginia","51","Louisa County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51109",,,"Louisa County, Virginia",54662,2858,63,124,365,343,358,157,206,276,501,465,"Louisa County, Virginia",3812,322,48,57,134,143,146,62,105,107,146,172
"G5101110","2012-2016","VA",,,"Virginia","51","Lunenburg County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51111",,,"Lunenburg County, Virginia",39911,1351,46,88,164,113,159,70,25,100,263,323,"Lunenburg County, Virginia",3136,170,30,41,79,67,82,54,26,65,74,100
"G5101130","2012-2016","VA",,,"Virginia","51","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51113",,,"Madison County, Virginia",48271,1385,112,13,131,258,33,80,80,148,228,302,"Madison County, Virginia",4647,252,82,19,90,143,32,67,59,92,115,137
"G5101150","2012-2016","VA",,,"Virginia","51","Mathews County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51115",,,"Mathews County, Virginia",64049,591,37,57,52,54,46,68,6,19,147,105,"Mathews County, Virginia",7180,196,54,83,64,43,56,64,10,32,62,86
"G5101170","2012-2016","VA",,,"Virginia","51","Mecklenburg County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51117",,,"Mecklenburg County, Virginia",40040,3406,159,356,421,345,244,241,104,271,581,684,"Mecklenburg County, Virginia",1909,376,78,123,142,134,107,77,67,105,160,178
"G5101190","2012-2016","VA",,,"Virginia","51","Middlesex County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51119",,,"Middlesex County, Virginia",53093,796,39,114,104,69,101,52,14,61,104,138,"Middlesex County, Virginia",4251,141,35,77,63,45,63,44,15,39,47,76
"G5101210","2012-2016","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51121",,,"Montgomery County, Virginia",49712,16571,586,1287,1830,1572,1340,1145,825,1040,5347,1599,"Montgomery County, Virginia",1894,769,215,268,356,322,281,250,214,322,529,334
"G5101250","2012-2016","VA",,,"Virginia","51","Nelson County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51125",,,"Nelson County, Virginia",50994,1729,50,358,164,72,159,213,45,77,161,430,"Nelson County, Virginia",4088,268,44,151,93,45,110,134,54,56,92,146
"G5101270","2012-2016","VA",,,"Virginia","51","New Kent County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51127",,,"New Kent County, Virginia",75303,1202,63,49,211,113,169,117,0,14,224,242,"New Kent County, Virginia",7158,274,65,49,125,101,108,95,22,20,112,141
"G5101310","2012-2016","VA",,,"Virginia","51","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51131",,,"Northampton County, Virginia",37011,1663,48,143,166,140,83,172,87,178,332,314,"Northampton County, Virginia",3191,196,39,67,62,68,40,73,47,80,108,112
"G5101330","2012-2016","VA",,,"Virginia","51","Northumberland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51133",,,"Northumberland County, Virginia",54440,786,104,121,11,19,20,62,0,17,235,197,"Northumberland County, Virginia",4806,261,100,108,18,30,25,60,19,23,124,124
"G5101350","2012-2016","VA",,,"Virginia","51","Nottoway County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51135",,,"Nottoway County, Virginia",36849,2098,153,61,185,103,187,202,222,176,468,341,"Nottoway County, Virginia",3291,266,81,46,104,78,121,97,120,107,164,111
"G5101370","2012-2016","VA",,,"Virginia","51","Orange County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51137",,,"Orange County, Virginia",66990,2914,23,124,410,445,190,264,219,194,662,383,"Orange County, Virginia",2748,343,22,76,174,180,68,119,124,97,195,176
"G5101390","2012-2016","VA",,,"Virginia","51","Page County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51139",,,"Page County, Virginia",45030,2811,87,314,253,359,300,90,141,221,654,392,"Page County, Virginia",2313,259,57,116,100,115,107,45,67,90,172,138
"G5101410","2012-2016","VA",,,"Virginia","51","Patrick County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51141",,,"Patrick County, Virginia",35999,1791,121,151,141,160,98,152,74,172,365,357,"Patrick County, Virginia",3617,250,80,88,79,96,46,72,66,109,140,115
"G5101430","2012-2016","VA",,,"Virginia","51","Pittsylvania County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51143",,,"Pittsylvania County, Virginia",43087,6233,276,685,613,742,516,362,327,493,1138,1081,"Pittsylvania County, Virginia",1436,479,97,188,155,218,199,157,134,147,254,165
"G5101450","2012-2016","VA",,,"Virginia","51","Powhatan County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51145",,,"Powhatan County, Virginia",77684,1129,54,80,269,193,83,70,46,116,135,83,"Powhatan County, Virginia",4309,260,46,91,121,145,62,57,33,77,87,50
"G5101470","2012-2016","VA",,,"Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51147",,,"Prince Edward County, Virginia",42283,2583,54,322,220,334,223,159,85,291,391,504,"Prince Edward County, Virginia",3029,325,53,120,112,142,138,105,69,119,137,194
"G5101490","2012-2016","VA",,,"Virginia","51","Prince George County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51149",,,"Prince George County, Virginia",64805,3524,154,214,368,393,407,325,249,328,826,260,"Prince George County, Virginia",3869,358,96,85,122,134,129,112,103,112,267,116
"G5101530","2012-2016","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51153",,,"Prince William County, Virginia",98546,39810,810,2337,4464,5785,4876,4411,2754,3973,9119,1281,"Prince William County, Virginia",1405,1185,219,278,533,492,549,571,373,472,665,261
"G5101550","2012-2016","VA",,,"Virginia","51","Pulaski County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51155",,,"Pulaski County, Virginia",49469,4098,273,492,545,452,373,238,195,180,680,670,"Pulaski County, Virginia",2511,383,99,139,168,179,157,102,108,77,179,208
"G5101570","2012-2016","VA",,,"Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51157",,,"Rappahannock County, Virginia",58026,835,10,32,68,113,122,60,56,22,235,117,"Rappahannock County, Virginia",3087,162,12,35,55,66,55,58,47,23,96,63
"G5101590","2012-2016","VA",,,"Virginia","51","Richmond County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51159",,,"Richmond County, Virginia",44919,825,19,64,71,179,35,71,0,103,236,47,"Richmond County, Virginia",5143,169,25,37,55,86,26,58,17,76,99,37
"G5101610","2012-2016","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51161",,,"Roanoke County, Virginia",60380,9830,600,1233,1477,1445,967,636,524,540,1801,607,"Roanoke County, Virginia",1482,563,191,291,315,303,272,169,174,162,331,193
"G5101630","2012-2016","VA",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51163",,,"Rockbridge County, Virginia",52478,2101,172,168,116,146,241,293,79,178,401,307,"Rockbridge County, Virginia",3556,301,108,91,71,58,92,148,92,96,174,117
"G5101650","2012-2016","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51165",,,"Rockingham County, Virginia",55029,7735,535,608,1075,848,708,695,439,504,1411,912,"Rockingham County, Virginia",1510,519,140,156,234,195,207,215,130,158,308,167
"G5101670","2012-2016","VA",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51167",,,"Russell County, Virginia",38370,2432,124,260,219,97,109,95,108,101,531,788,"Russell County, Virginia",2279,351,87,107,107,58,69,73,88,67,174,175
"G5101690","2012-2016","VA",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51169",,,"Scott County, Virginia",38017,2122,103,150,214,115,100,58,97,150,446,689,"Scott County, Virginia",2063,197,60,54,87,60,51,31,61,66,114,141
"G5101710","2012-2016","VA",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51171",,,"Shenandoah County, Virginia",50450,5033,86,499,501,449,647,565,406,501,846,533,"Shenandoah County, Virginia",2210,459,42,179,147,142,189,253,121,139,218,139
"G5101730","2012-2016","VA",,,"Virginia","51","Smyth County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51173",,,"Smyth County, Virginia",38906,3869,341,370,402,327,260,327,162,169,781,730,"Smyth County, Virginia",1671,350,116,93,119,116,118,132,75,69,203,142
"G5101750","2012-2016","VA",,,"Virginia","51","Southampton County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51175",,,"Southampton County, Virginia",51032,2117,118,217,114,141,158,152,211,183,362,461,"Southampton County, Virginia",3277,223,76,107,54,71,77,70,114,75,103,150
"G5101770","2012-2016","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51177",,,"Spotsylvania County, Virginia",79742,9856,156,567,1132,1346,1063,850,626,1003,2506,607,"Spotsylvania County, Virginia",2167,448,64,157,222,228,225,166,156,218,306,166
"G5101790","2012-2016","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51179",,,"Stafford County, Virginia",97528,10981,293,796,992,1584,1045,1299,701,1583,2174,514,"Stafford County, Virginia",2947,637,145,219,242,289,209,294,246,368,314,168
"G5101810","2012-2016","VA",,,"Virginia","51","Surry County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51181",,,"Surry County, Virginia",56632,495,34,37,26,14,40,54,0,20,85,185,"Surry County, Virginia",5581,119,32,39,28,12,30,37,17,21,43,92
"G5101830","2012-2016","VA",,,"Virginia","51","Sussex County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51183",,,"Sussex County, Virginia",37917,1337,22,35,139,103,209,44,59,146,256,324,"Sussex County, Virginia",4814,404,27,35,100,72,116,48,42,93,107,174
"G5101850","2012-2016","VA",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51185",,,"Tazewell County, Virginia",38238,4387,259,528,560,298,438,223,280,372,629,800,"Tazewell County, Virginia",1852,486,96,212,186,123,197,101,124,129,204,176
"G5101870","2012-2016","VA",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51187",,,"Warren County, Virginia",63734,3437,159,286,354,327,447,278,185,316,677,408,"Warren County, Virginia",3841,340,110,133,151,119,151,109,77,117,144,177
"G5101910","2012-2016","VA",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51191",,,"Washington County, Virginia",43835,5334,214,538,620,573,553,412,281,402,872,869,"Washington County, Virginia",1830,374,78,135,182,158,177,134,107,117,215,210
"G5101930","2012-2016","VA",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51193",,,"Westmoreland County, Virginia",51566,1614,77,52,173,189,142,126,171,166,266,252,"Westmoreland County, Virginia",3199,276,70,67,87,105,65,103,94,95,123,131
"G5101950","2012-2016","VA",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51195",,,"Wise County, Virginia",36352,4778,132,355,363,361,355,224,245,358,1294,1091,"Wise County, Virginia",3155,380,66,127,105,108,115,86,111,134,248,191
"G5101970","2012-2016","VA",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51197",,,"Wythe County, Virginia",42888,3396,142,471,334,78,349,224,338,176,499,785,"Wythe County, Virginia",3284,339,107,170,129,58,129,133,135,88,193,198
"G5101990","2012-2016","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51199",,,"York County, Virginia",83410,6665,174,427,926,1037,821,694,560,545,1200,281,"York County, Virginia",3325,477,91,154,241,213,218,201,195,190,240,102
"G5105100","2012-2016","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51510",,,"Alexandria city, Virginia",89200,39353,721,3306,5692,6134,5111,4053,2768,3103,7320,1145,"Alexandria city, Virginia",1987,794,180,379,480,495,539,436,384,388,628,262
"G5105200","2012-2016","VA",,,"Virginia","51","Bristol city","520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51520",,,"Bristol city, Virginia",35801,3248,189,265,366,286,320,280,202,404,649,287,"Bristol city, Virginia",2790,308,100,101,165,122,131,160,117,148,174,136
"G5105300","2012-2016","VA",,,"Virginia","51","Buena Vista city","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51530",,,"Buena Vista city, Virginia",29109,1101,53,88,27,48,119,153,55,143,324,91,"Buena Vista city, Virginia",4098,211,45,97,33,46,76,91,78,119,144,87
"G5105400","2012-2016","VA",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51540",,,"Charlottesville city, Virginia",50727,10401,522,840,990,1105,1093,757,451,664,3189,790,"Charlottesville city, Virginia",2842,415,150,191,175,182,218,176,139,145,297,212
"G5105500","2012-2016","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51550",,,"Chesapeake city, Virginia",69978,24722,460,1859,2413,3332,2984,2011,1896,2342,6115,1310,"Chesapeake city, Virginia",1380,957,158,349,406,526,437,369,375,374,632,291
"G5105700","2012-2016","VA",,,"Virginia","51","Colonial Heights city","570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51570",,,"Colonial Heights city, Virginia",49639,2856,33,279,316,274,295,306,137,236,805,175,"Colonial Heights city, Virginia",4320,272,33,130,120,104,121,106,82,103,167,90
"G5105800","2012-2016","VA",,,"Virginia","51","Covington city","580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51580",,,"Covington city, Virginia",34703,616,20,55,48,115,48,35,12,52,157,74,"Covington city, Virginia",3855,166,20,42,49,90,42,43,14,54,80,37
"G5105900","2012-2016","VA",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51590",,,"Danville city, Virginia",33721,8588,487,947,985,1050,874,643,573,586,1876,567,"Danville city, Virginia",1748,425,152,194,213,205,162,190,171,159,263,164
"G5105950","2012-2016","VA",,,"Virginia","51","Emporia city","595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51595",,,"Emporia city, Virginia",27169,1337,76,72,79,145,111,181,109,121,377,66,"Emporia city, Virginia",3754,164,59,63,54,69,74,77,82,84,128,56
"G5106000","2012-2016","VA",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51600",,,"Fairfax city, Virginia",104065,2484,61,91,313,322,365,201,79,279,627,146,"Fairfax city, Virginia",6427,218,38,49,133,120,148,102,50,100,138,68
"G5106100","2012-2016","VA",,,"Virginia","51","Falls Church city","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51610",,,"Falls Church city, Virginia",115244,2139,57,141,282,307,216,245,179,109,396,207,"Falls Church city, Virginia",5404,202,53,67,106,144,104,128,117,58,129,95
"G5106200","2012-2016","VA",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51620",,,"Franklin city, Virginia",38333,1721,70,29,169,220,274,141,121,240,396,61,"Franklin city, Virginia",4510,200,84,36,95,106,138,73,83,112,142,56
"G5106300","2012-2016","VA",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51630",,,"Fredericksburg city, Virginia",53980,6696,235,503,828,704,863,583,471,551,1604,354,"Fredericksburg city, Virginia",3572,387,117,151,224,168,225,191,174,170,269,135
"G5106400","2012-2016","VA",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51640",,,"Galax city, Virginia",31110,1203,81,56,108,132,122,17,65,119,263,240,"Galax city, Virginia",3859,184,56,46,54,74,74,19,42,89,114,113
"G5106500","2012-2016","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51650",,,"Hampton city, Virginia",49890,23506,479,1656,1969,2262,3108,2424,1414,2206,6928,1060,"Hampton city, Virginia",1504,798,171,351,366,388,436,426,271,354,556,254
"G5106600","2012-2016","VA",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51660",,,"Harrisonburg city, Virginia",40494,10402,321,818,1133,1271,932,1011,519,741,3248,408,"Harrisonburg city, Virginia",2146,443,124,238,256,267,204,271,151,196,310,121
"G5106700","2012-2016","VA",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51670",,,"Hopewell city, Virginia",40814,4422,292,412,588,383,489,402,231,240,1138,247,"Hopewell city, Virginia",1932,374,129,148,180,141,183,162,118,119,244,96
"G5106780","2012-2016","VA",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51678",,,"Lexington city, Virginia",34464,814,46,11,81,25,87,82,62,47,188,185,"Lexington city, Virginia",9478,161,72,16,52,30,51,57,62,60,94,123
"G5106800","2012-2016","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51680",,,"Lynchburg city, Virginia",40728,13991,820,943,1138,1297,1522,1078,999,1168,3833,1193,"Lynchburg city, Virginia",1450,638,234,215,238,303,251,281,228,241,431,287
"G5106830","2012-2016","VA",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51683",,,"Manassas city, Virginia",74371,4703,53,311,245,853,615,532,402,618,888,186,"Manassas city, Virginia",3531,346,46,125,112,222,190,174,143,221,200,97
"G5106850","2012-2016","VA",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51685",,,"Manassas Park city, Virginia",75027,1618,24,172,231,286,152,220,6,57,443,27,"Manassas Park city, Virginia",4963,237,28,94,102,116,95,110,13,57,168,26
"G5106900","2012-2016","VA",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51690",,,"Martinsville city, Virginia",31719,2726,148,327,231,254,310,181,142,350,547,236,"Martinsville city, Virginia",3713,263,62,127,96,104,97,101,76,112,157,109
"G5107000","2012-2016","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51700",,,"Newport News city, Virginia",50089,35007,819,1927,3770,4950,4301,3375,2183,4054,8179,1449,"Newport News city, Virginia",1008,903,213,325,412,573,468,453,287,465,576,264
"G5107100","2012-2016","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51710",,,"Norfolk city, Virginia",45268,49971,1486,3130,4711,5907,5553,4192,3352,4926,14126,2588,"Norfolk city, Virginia",978,1027,243,425,459,427,420,377,393,463,652,356
"G5107200","2012-2016","VA",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51720",,,"Norton city, Virginia",26000,1016,23,159,118,89,56,63,39,49,348,72,"Norton city, Virginia",5643,177,36,99,74,71,38,73,37,52,122,55
"G5107300","2012-2016","VA",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51730",,,"Petersburg city, Virginia",32169,7746,191,703,693,539,813,622,513,735,2342,595,"Petersburg city, Virginia",1965,448,95,183,151,123,167,164,168,192,301,169
"G5107350","2012-2016","VA",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51735",,,"Poquoson city, Virginia",84643,780,0,105,33,191,86,57,42,107,133,26,"Poquoson city, Virginia",8524,164,19,76,27,101,40,53,38,89,55,25
"G5107400","2012-2016","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51740",,,"Portsmouth city, Virginia",47050,17020,511,770,1610,2141,1785,1561,1221,1880,4619,922,"Portsmouth city, Virginia",1608,674,182,195,299,313,283,232,227,244,440,181
"G5107500","2012-2016","VA",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51750",,,"Radford city, Virginia",31457,3153,23,142,264,292,327,232,186,213,1112,362,"Radford city, Virginia",4422,355,36,104,109,153,144,138,105,109,242,146
"G5107600","2012-2016","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51760",,,"Richmond city, Virginia",41187,52129,1602,3569,4457,6201,5629,4388,3210,4791,15245,3037,"Richmond city, Virginia",737,1128,271,509,453,515,522,423,372,505,805,403
"G5107700","2012-2016","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51770",,,"Roanoke city, Virginia",39201,20384,1089,1792,2342,2658,1678,1595,1439,1660,5130,1001,"Roanoke city, Virginia",1395,848,257,294,407,393,303,339,252,329,563,264
"G5107750","2012-2016","VA",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51775",,,"Salem city, Virginia",52351,3596,46,424,424,623,356,252,291,305,738,137,"Salem city, Virginia",2380,326,49,169,130,150,120,113,129,128,160,73
"G5107900","2012-2016","VA",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51790",,,"Staunton city, Virginia",42948,4355,244,445,454,553,383,293,272,305,1118,288,"Staunton city, Virginia",2710,335,110,154,145,166,109,99,117,113,218,123
"G5108000","2012-2016","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51800",,,"Suffolk city, Virginia",65435,9749,336,400,1147,1331,1028,1097,657,791,2348,614,"Suffolk city, Virginia",1970,392,103,117,250,245,227,220,174,186,300,143
"G5108100","2012-2016","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51810",,,"Virginia Beach city, Virginia",67719,61676,958,3368,6789,8484,8493,6728,4974,6338,13342,2202,"Virginia Beach city, Virginia",1013,1156,213,472,553,662,584,610,562,545,808,300
"G5108200","2012-2016","VA",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51820",,,"Waynesboro city, Virginia",45097,3807,87,381,555,474,390,397,161,399,723,240,"Waynesboro city, Virginia",4031,371,57,127,206,173,145,157,80,175,230,99
"G5108300","2012-2016","VA",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51830",,,"Williamsburg city, Virginia",50091,2470,24,109,261,363,197,194,175,247,712,188,"Williamsburg city, Virginia",3162,236,22,60,94,119,74,76,83,103,145,96
"G5108400","2012-2016","VA",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51840",,,"Winchester city, Virginia",46466,5774,140,435,589,655,631,655,291,812,1308,258,"Winchester city, Virginia",1994,434,84,160,171,170,164,199,133,217,227,124
"G5300010","2012-2016","WA",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53001",,,"Adams County, Washington",47554,1851,177,156,225,158,167,160,34,125,355,294,"Adams County, Washington",3932,196,82,82,91,82,76,83,33,56,107,85
"G5300030","2012-2016","WA",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53003",,,"Asotin County, Washington",45550,3075,166,330,262,587,292,236,287,285,424,206,"Asotin County, Washington",3145,259,108,91,103,167,109,115,115,112,120,94
"G5300050","2012-2016","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53005",,,"Benton County, Washington",61147,21593,827,2311,3174,2442,2087,1473,1017,2369,4911,982,"Benton County, Washington",1232,810,195,353,441,345,334,312,247,335,473,228
"G5300070","2012-2016","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53007",,,"Chelan County, Washington",51845,9322,568,1249,1173,1293,745,524,627,795,1503,845,"Chelan County, Washington",2267,606,195,261,252,286,152,168,214,240,276,223
