GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QU1E001,QZZE001,QZZE002,QZZE003,QZZE004,QZZE005,QZZE006,QZZE007,QZZE008,QZZE009,QZZE010,QZZE011,NAME_M,QU1M001,QZZM001,QZZM002,QZZM003,QZZM004,QZZM005,QZZM006,QZZM007,QZZM008,QZZM009,QZZM010,QZZM011
"G4803410","2008-2012","TX",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48341",,,"Moore County, Texas",48489,1916,139,224,326,98,250,134,98,53,226,368,"Moore County, Texas",3175,235,73,85,108,63,96,61,77,36,113,136
"G4803430","2008-2012","TX",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48343",,,"Morris County, Texas",39122,1264,72,71,111,131,120,62,129,67,213,288,"Morris County, Texas",3498,166,49,43,51,52,67,39,65,43,68,78
"G4803450","2008-2012","TX",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48345",,,"Motley County, Texas",35313,119,0,14,18,0,0,3,5,15,6,58,"Motley County, Texas",3914,38,13,13,19,13,13,4,8,15,8,32
"G4803470","2008-2012","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48347",,,"Nacogdoches County, Texas",35641,9544,423,534,878,1071,724,806,498,830,2718,1062,"Nacogdoches County, Texas",1565,500,163,164,240,261,193,248,188,169,351,242
"G4803490","2008-2012","TX",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48349",,,"Navarro County, Texas",41511,5385,157,456,628,664,537,367,310,403,1129,734,"Navarro County, Texas",1357,377,98,135,169,165,166,128,122,137,249,137
"G4803510","2008-2012","TX",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48351",,,"Newton County, Texas",38574,1038,58,26,47,124,113,71,120,53,43,383,"Newton County, Texas",4892,185,50,25,45,83,78,63,86,40,28,114
"G4803530","2008-2012","TX",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48353",,,"Nolan County, Texas",37671,1815,42,220,208,250,207,68,129,145,220,326,"Nolan County, Texas",2232,213,25,81,103,117,110,49,68,76,76,104
"G4803550","2008-2012","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48355",,,"Nueces County, Texas",46499,49675,1490,3704,5740,5729,5065,4765,2953,4900,11594,3735,"Nueces County, Texas",1253,1250,285,457,622,565,587,540,420,650,808,482
"G4803570","2008-2012","TX",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48357",,,"Ochiltree County, Texas",50881,1050,132,125,158,171,32,89,8,87,142,106,"Ochiltree County, Texas",3165,201,70,81,83,85,38,69,12,76,63,64
"G4803590","2008-2012","TX",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48359",,,"Oldham County, Texas",50993,202,1,10,10,0,17,5,7,6,40,106,"Oldham County, Texas",5467,61,3,12,11,13,17,8,10,10,28,46
"G4803610","2008-2012","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48361",,,"Orange County, Texas",48864,7074,459,580,870,899,492,375,451,722,1241,985,"Orange County, Texas",2947,628,143,182,204,261,163,118,148,207,255,268
"G4803630","2008-2012","TX",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48363",,,"Palo Pinto County, Texas",43041,3091,149,266,310,330,263,329,148,230,553,513,"Palo Pinto County, Texas",2158,311,107,112,115,125,94,130,92,91,133,148
"G4803650","2008-2012","TX",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48365",,,"Panola County, Texas",50508,1830,91,232,177,186,183,92,33,94,173,569,"Panola County, Texas",2762,240,57,103,96,98,101,57,31,81,76,172
"G4803670","2008-2012","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48367",,,"Parker County, Texas",65299,8492,293,754,1160,1090,910,563,275,461,1796,1190,"Parker County, Texas",1878,652,142,203,291,221,243,210,130,160,320,238
"G4803690","2008-2012","TX",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48369",,,"Parmer County, Texas",44925,1014,102,139,104,84,91,64,40,50,75,265,"Parmer County, Texas",3508,127,60,67,56,38,48,37,39,39,48,77
"G4803710","2008-2012","TX",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48371",,,"Pecos County, Texas",43529,1548,165,217,183,104,68,102,104,51,215,339,"Pecos County, Texas",3315,234,69,84,97,64,64,59,63,47,104,118
"G4803730","2008-2012","TX",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48373",,,"Polk County, Texas",37194,3459,165,253,243,281,430,279,149,311,517,831,"Polk County, Texas",2036,386,73,108,91,149,152,117,66,114,179,177
"G4803750","2008-2012","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48375",,,"Potter County, Texas",37848,17394,588,1500,1817,1803,1588,1956,757,1851,3913,1621,"Potter County, Texas",1468,654,144,279,265,258,277,315,153,260,362,251
"G4803770","2008-2012","TX",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48377",,,"Presidio County, Texas",29400,809,52,130,99,172,98,75,7,32,11,133,"Presidio County, Texas",5821,180,54,100,75,77,71,58,12,33,13,99
"G4803790","2008-2012","TX",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48379",,,"Rains County, Texas",45099,644,31,85,19,90,55,84,74,31,111,64,"Rains County, Texas",4970,136,29,53,24,63,53,58,51,29,50,43
"G4803810","2008-2012","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48381",,,"Randall County, Texas",57509,14529,515,1216,2025,1751,1546,1228,964,1286,2811,1187,"Randall County, Texas",1648,670,185,266,359,305,240,246,242,275,346,287
"G4803830","2008-2012","TX",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48383",,,"Reagan County, Texas",55968,318,46,59,19,41,5,11,16,0,28,93,"Reagan County, Texas",7076,81,41,36,20,32,7,16,23,13,25,49
"G4803850","2008-2012","TX",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48385",,,"Real County, Texas",31713,256,6,16,24,10,4,25,15,13,53,90,"Real County, Texas",3892,66,10,15,27,12,7,25,17,17,32,43
"G4803870","2008-2012","TX",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48387",,,"Red River County, Texas",34430,1403,31,96,104,124,209,62,45,174,222,336,"Red River County, Texas",2704,192,21,52,48,62,90,44,41,111,98,100
"G4803890","2008-2012","TX",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48389",,,"Reeves County, Texas",39577,831,55,109,30,95,19,83,18,88,125,209,"Reeves County, Texas",6737,180,36,61,30,76,22,60,25,55,66,105
"G4803910","2008-2012","TX",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48391",,,"Refugio County, Texas",42589,635,19,65,57,53,45,52,28,74,52,190,"Refugio County, Texas",4442,116,17,37,52,44,27,46,23,46,41,58
"G4803930","2008-2012","TX",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48393",,,"Roberts County, Texas",64688,54,18,2,11,0,0,10,0,0,0,13,"Roberts County, Texas",11536,29,17,3,13,13,13,15,13,13,13,12
"G4803950","2008-2012","TX",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48395",,,"Robertson County, Texas",40711,1659,104,82,143,74,173,129,75,75,375,429,"Robertson County, Texas",3122,209,56,55,73,58,93,71,63,47,146,144
"G4803970","2008-2012","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48397",,,"Rockwall County, Texas",82725,4503,96,490,571,708,563,305,353,259,936,222,"Rockwall County, Texas",3431,536,82,239,226,242,215,128,119,142,213,103
"G4803990","2008-2012","TX",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48399",,,"Runnels County, Texas",39115,1136,181,98,87,180,100,103,71,17,74,225,"Runnels County, Texas",4581,183,106,51,52,75,68,49,49,24,48,97
"G4804010","2008-2012","TX",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48401",,,"Rusk County, Texas",46220,4240,288,472,486,439,468,177,121,225,602,962,"Rusk County, Texas",2363,347,116,148,131,129,138,68,71,99,157,199
"G4804030","2008-2012","TX",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48403",,,"Sabine County, Texas",33053,529,44,15,48,42,29,39,52,26,36,198,"Sabine County, Texas",2783,140,42,19,44,36,28,54,43,27,31,71
"G4804050","2008-2012","TX",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48405",,,"San Augustine County, Texas",27580,791,103,23,40,27,59,103,43,77,166,150,"San Augustine County, Texas",2706,204,100,31,35,28,41,75,35,51,93,92
"G4804070","2008-2012","TX",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48407",,,"San Jacinto County, Texas",46413,1552,92,138,185,124,95,15,40,117,190,556,"San Jacinto County, Texas",4248,288,93,97,96,80,56,18,32,79,85,257
"G4804090","2008-2012","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48409",,,"San Patricio County, Texas",51104,7235,267,970,899,789,516,765,382,478,1367,802,"San Patricio County, Texas",3016,531,131,244,228,208,156,193,113,137,268,172
"G4804110","2008-2012","TX",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48411",,,"San Saba County, Texas",37230,417,9,33,13,29,32,20,33,25,85,138,"San Saba County, Texas",4417,91,14,31,11,31,24,16,28,23,53,66
"G4804130","2008-2012","TX",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48413",,,"Schleicher County, Texas",50417,242,4,35,31,0,26,20,16,0,27,83,"Schleicher County, Texas",11501,79,7,32,30,13,26,20,21,13,30,50
"G4804150","2008-2012","TX",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48415",,,"Scurry County, Texas",46340,1829,73,147,266,146,215,200,110,136,306,230,"Scurry County, Texas",4655,290,46,98,116,99,108,122,94,116,180,90
"G4804170","2008-2012","TX",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48417",,,"Shackelford County, Texas",46181,316,13,51,28,47,10,0,13,41,21,92,"Shackelford County, Texas",6827,68,16,31,23,34,13,13,14,29,17,37
"G4804190","2008-2012","TX",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48419",,,"Shelby County, Texas",35732,2595,83,340,161,182,167,200,157,245,457,603,"Shelby County, Texas",2374,293,60,141,76,92,88,95,79,141,175,140
"G4804210","2008-2012","TX",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48421",,,"Sherman County, Texas",47500,242,15,25,42,41,13,16,3,5,18,64,"Sherman County, Texas",6582,62,15,17,28,28,13,22,7,6,16,31
"G4804230","2008-2012","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48423",,,"Smith County, Texas",47312,25390,671,1962,3196,2838,2290,2280,1692,2090,6037,2334,"Smith County, Texas",1314,915,213,351,433,398,384,347,315,317,496,317
"G4804250","2008-2012","TX",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48425",,,"Somervell County, Texas",51618,888,47,31,95,257,91,25,64,95,78,105,"Somervell County, Texas",5321,178,41,32,75,166,78,29,65,89,67,87
"G4804270","2008-2012","TX",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48427",,,"Starr County, Texas",24653,3275,138,248,205,153,170,385,199,285,822,670,"Starr County, Texas",1519,397,74,120,81,105,84,136,107,156,192,171
"G4804290","2008-2012","TX",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48429",,,"Stephens County, Texas",38424,884,104,72,106,85,89,25,0,54,256,93,"Stephens County, Texas",5151,158,63,66,76,51,69,24,18,47,103,47
"G4804310","2008-2012","TX",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48431",,,"Sterling County, Texas",44239,134,0,10,0,12,0,0,15,0,24,73,"Sterling County, Texas",11227,50,13,14,13,12,13,13,19,13,21,37
"G4804330","2008-2012","TX",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48433",,,"Stonewall County, Texas",52917,133,8,6,0,0,0,10,10,10,8,81,"Stonewall County, Texas",10716,49,10,9,13,13,13,15,13,15,12,45
"G4804350","2008-2012","TX",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48435",,,"Sutton County, Texas",62321,404,93,91,48,48,0,35,19,3,30,37,"Sutton County, Texas",8021,98,57,54,38,36,13,33,24,6,34,28
"G4804370","2008-2012","TX",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48437",,,"Swisher County, Texas",40227,670,91,36,64,64,22,40,86,62,85,120,"Swisher County, Texas",4149,139,56,35,48,44,24,29,74,39,42,57
"G4804390","2008-2012","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48439",,,"Tarrant County, Texas",56859,245706,6778,19271,30924,33899,27842,21698,16194,21580,55928,11592,"Tarrant County, Texas",511,3252,674,1025,1175,1490,1333,1063,1157,1205,1923,763
"G4804410","2008-2012","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48441",,,"Taylor County, Texas",44372,18809,552,1614,2075,2067,1897,1388,1390,1578,4381,1867,"Taylor County, Texas",1241,804,206,312,331,375,341,231,269,279,472,321
"G4804430","2008-2012","TX",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48443",,,"Terrell County, Texas",37750,127,16,45,15,0,5,0,9,0,14,23,"Terrell County, Texas",13237,52,17,31,20,13,8,13,15,13,15,21
"G4804450","2008-2012","TX",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48445",,,"Terry County, Texas",35537,1177,21,122,77,84,100,123,90,140,180,240,"Terry County, Texas",3559,174,17,97,49,67,69,80,63,74,99,99
"G4804470","2008-2012","TX",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48447",,,"Throckmorton County, Texas",41019,184,0,10,26,18,14,13,0,0,12,91,"Throckmorton County, Texas",4561,53,13,15,18,17,20,11,13,13,17,36
"G4804490","2008-2012","TX",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48449",,,"Titus County, Texas",40909,2952,160,366,294,257,402,228,305,238,334,368,"Titus County, Texas",1909,273,77,112,80,106,127,90,120,97,114,113
"G4804510","2008-2012","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48451",,,"Tom Green County, Texas",44310,14707,517,1062,2488,1378,1367,1423,814,1172,2947,1539,"Tom Green County, Texas",1456,656,173,264,339,339,294,283,213,265,388,237
"G4804530","2008-2012","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48453",,,"Travis County, Texas",56403,194938,5793,14031,23738,24421,21990,17154,11905,17412,50055,8439,"Travis County, Texas",803,2089,543,776,1286,1151,1156,1083,834,975,1481,691
"G4804550","2008-2012","TX",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48455",,,"Trinity County, Texas",37223,764,30,66,107,40,68,111,25,54,111,152,"Trinity County, Texas",4089,158,29,63,54,30,42,78,24,35,56,67
"G4804570","2008-2012","TX",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48457",,,"Tyler County, Texas",36785,1493,50,168,125,155,215,43,33,131,173,400,"Tyler County, Texas",2886,290,49,76,97,123,129,41,29,82,80,164
"G4804590","2008-2012","TX",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48459",,,"Upshur County, Texas",45696,3161,190,288,538,273,342,197,105,147,509,572,"Upshur County, Texas",2565,329,98,114,177,102,114,78,65,87,162,154
"G4804610","2008-2012","TX",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48461",,,"Upton County, Texas",52042,276,69,45,3,0,36,10,0,21,10,82,"Upton County, Texas",5961,63,31,29,4,13,30,11,13,16,15,31
"G4804630","2008-2012","TX",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48463",,,"Uvalde County, Texas",34110,2442,141,297,198,286,154,106,174,176,521,389,"Uvalde County, Texas",2968,356,84,141,108,156,116,74,76,86,172,129
"G4804650","2008-2012","TX",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48465",,,"Val Verde County, Texas",40509,4716,118,484,714,297,644,426,410,262,761,600,"Val Verde County, Texas",1699,435,55,192,221,119,165,132,136,98,207,213
"G4804670","2008-2012","TX",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48467",,,"Van Zandt County, Texas",42668,4419,161,291,406,436,441,325,210,187,1072,890,"Van Zandt County, Texas",1712,367,66,117,132,132,155,111,82,82,207,211
"G4804690","2008-2012","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48469",,,"Victoria County, Texas",50097,10793,393,795,1570,1241,1022,769,752,943,2448,860,"Victoria County, Texas",1801,656,155,197,277,238,249,268,199,254,420,228
"G4804710","2008-2012","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48471",,,"Walker County, Texas",38654,8188,110,643,887,582,781,500,480,671,2497,1037,"Walker County, Texas",2302,889,78,250,322,254,264,199,221,210,453,265
"G4804730","2008-2012","TX",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48473",,,"Waller County, Texas",51576,4214,158,513,478,394,482,275,98,293,907,616,"Waller County, Texas",3060,437,98,186,175,148,163,115,68,92,240,182
"G4804750","2008-2012","TX",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48475",,,"Ward County, Texas",40222,958,139,108,100,40,140,53,50,78,66,184,"Ward County, Texas",3312,137,82,69,65,32,82,44,38,64,48,64
"G4804770","2008-2012","TX",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48477",,,"Washington County, Texas",44162,4187,145,393,428,344,352,270,346,299,727,883,"Washington County, Texas",3673,432,74,140,195,108,161,120,176,156,250,245
"G4804790","2008-2012","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48479",,,"Webb County, Texas",38421,24335,385,1461,2478,2573,2479,1961,1628,2690,6502,2178,"Webb County, Texas",1021,847,133,298,381,330,422,326,298,427,545,308
"G4804810","2008-2012","TX",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48481",,,"Wharton County, Texas",40988,4513,218,460,592,284,196,279,326,469,1110,579,"Wharton County, Texas",3079,397,128,193,174,115,84,107,148,173,247,155
"G4804830","2008-2012","TX",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48483",,,"Wheeler County, Texas",49615,619,66,39,51,21,40,37,12,65,48,240,"Wheeler County, Texas",4130,93,36,32,37,28,30,33,18,53,32,77
"G4804850","2008-2012","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48485",,,"Wichita County, Texas",45589,17200,692,1510,2388,2214,1938,1314,1030,1375,3646,1093,"Wichita County, Texas",1212,808,182,264,375,397,307,247,249,221,383,228
"G4804870","2008-2012","TX",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48487",,,"Wilbarger County, Texas",42271,1698,150,72,277,120,229,162,204,95,176,213,"Wilbarger County, Texas",5422,243,113,53,99,90,111,82,105,73,84,92
"G4804890","2008-2012","TX",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48489",,,"Willacy County, Texas",26369,1344,11,117,137,83,66,119,81,84,224,422,"Willacy County, Texas",3349,209,20,73,88,66,48,84,49,64,90,149
"G4804910","2008-2012","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48491",,,"Williamson County, Texas",70849,48073,1308,4037,7281,7243,6756,4753,3441,3474,8130,1650,"Williamson County, Texas",1558,1434,272,536,683,798,762,629,482,470,755,294
"G4804930","2008-2012","TX",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48493",,,"Wilson County, Texas",62870,2294,163,270,186,180,251,127,105,172,400,440,"Wilson County, Texas",2536,247,102,101,87,89,107,54,76,99,138,130
"G4804950","2008-2012","TX",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48495",,,"Winkler County, Texas",47167,492,78,87,60,31,10,20,20,20,59,107,"Winkler County, Texas",4897,134,58,64,55,28,16,28,27,23,56,49
"G4804970","2008-2012","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48497",,,"Wise County, Texas",55492,4081,95,462,540,489,310,312,253,335,575,710,"Wise County, Texas",2577,394,61,134,172,150,122,127,119,131,165,179
"G4804990","2008-2012","TX",,,"Texas","48","Wood County","499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48499",,,"Wood County, Texas",42404,3188,127,353,484,304,264,290,107,378,536,345,"Wood County, Texas",2172,303,104,130,152,95,151,120,55,127,132,107
"G4805010","2008-2012","TX",,,"Texas","48","Yoakum County","501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48501",,,"Yoakum County, Texas",48611,524,104,27,43,12,105,12,17,0,0,204,"Yoakum County, Texas",7534,144,84,32,31,20,82,18,27,18,18,77
"G4805030","2008-2012","TX",,,"Texas","48","Young County","503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48503",,,"Young County, Texas",42008,2257,155,260,213,243,288,222,76,155,377,268,"Young County, Texas",5770,271,80,115,91,116,122,138,49,102,157,131
"G4805050","2008-2012","TX",,,"Texas","48","Zapata County","505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48505",,,"Zapata County, Texas",28617,855,54,40,33,62,136,46,33,41,326,84,"Zapata County, Texas",3326,230,81,63,42,64,107,54,50,63,141,84
"G4805070","2008-2012","TX",,,"Texas","48","Zavala County","507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48507",,,"Zavala County, Texas",25206,1092,18,90,21,87,50,196,103,78,197,252,"Zavala County, Texas",2470,241,24,78,23,73,43,109,66,47,97,130
"G4900010","2008-2012","UT",,,"Utah","49","Beaver County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49001",,,"Beaver County, Utah",45948,470,11,73,14,15,43,63,68,56,78,49,"Beaver County, Utah",3371,98,20,51,17,24,35,45,54,56,42,35
"G4900030","2008-2012","UT",,,"Utah","49","Box Elder County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49003",,,"Box Elder County, Utah",55918,3168,148,469,508,434,330,199,141,158,470,311,"Box Elder County, Utah",2313,292,92,135,159,120,93,79,63,107,145,102
"G4900050","2008-2012","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49005",,,"Cache County, Utah",49203,12631,590,1255,2044,1434,1153,1271,692,1000,2466,726,"Cache County, Utah",1388,563,163,246,327,255,245,247,168,262,292,167
"G4900070","2008-2012","UT",,,"Utah","49","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49007",,,"Carbon County, Utah",47240,2309,150,228,293,303,232,242,84,155,398,224,"Carbon County, Utah",2976,231,80,101,84,115,93,107,64,76,109,83
"G4900090","2008-2012","UT",,,"Utah","49","Daggett County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49009",,,"Daggett County, Utah",44792,106,11,0,4,23,6,0,17,12,1,32,"Daggett County, Utah",11699,30,12,11,5,19,10,11,14,15,2,21
"G4900110","2008-2012","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49011",,,"Davis County, Utah",69355,20702,713,1953,2746,3098,2523,2021,1170,1774,3661,1043,"Davis County, Utah",1096,835,211,304,410,422,380,338,253,267,407,239
"G4900130","2008-2012","UT",,,"Utah","49","Duchesne County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49013",,,"Duchesne County, Utah",55724,1706,110,163,309,200,127,107,54,158,291,187,"Duchesne County, Utah",2143,174,46,60,125,78,57,70,41,79,85,77
"G4900150","2008-2012","UT",,,"Utah","49","Emery County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49015",,,"Emery County, Utah",51372,745,70,76,137,43,41,59,44,51,120,104,"Emery County, Utah",2422,104,34,41,55,27,30,36,30,29,52,49
"G4900170","2008-2012","UT",,,"Utah","49","Garfield County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49017",,,"Garfield County, Utah",44345,393,48,61,30,15,29,7,28,11,44,120,"Garfield County, Utah",3148,92,27,26,26,12,26,7,19,14,30,44
"G4900190","2008-2012","UT",,,"Utah","49","Grand County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49019",,,"Grand County, Utah",42208,1169,61,88,100,108,273,70,0,108,293,68,"Grand County, Utah",4632,243,80,67,75,69,131,61,16,84,119,53
