GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AH1PE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH1PM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
"G4800090","2013-2017","TX",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48009",,,"Archer County, Texas",63192,599,62,30,85,54,75,39,24,50,54,126,"Archer County, Texas",4765,98,38,20,41,30,40,34,20,37,36,47
"G4800110","2013-2017","TX",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48011",,,"Armstrong County, Texas",68750,133,12,20,38,10,0,13,0,0,20,20,"Armstrong County, Texas",10647,40,17,21,20,9,13,16,13,13,14,13
"G4800130","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48013",,,"Atascosa County, Texas",55194,3972,282,514,534,345,264,237,158,239,490,909,"Atascosa County, Texas",4735,414,145,171,204,148,146,115,106,111,212,250
"G4800150","2013-2017","TX",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48015",,,"Austin County, Texas",62614,2846,114,443,236,204,144,109,445,224,546,381,"Austin County, Texas",6451,327,67,175,128,103,84,65,213,144,194,122
"G4800170","2013-2017","TX",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48017",,,"Bailey County, Texas",43523,621,55,23,54,205,0,25,37,81,60,81,"Bailey County, Texas",7943,188,53,36,55,144,19,30,53,96,54,58
"G4800190","2013-2017","TX",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48019",,,"Bandera County, Texas",56413,1271,80,66,148,119,121,76,126,122,142,271,"Bandera County, Texas",5522,248,55,46,74,68,67,61,124,85,84,130
"G4800210","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48021",,,"Bastrop County, Texas",59185,6104,308,727,608,802,564,378,458,386,1003,870,"Bastrop County, Texas",2756,606,136,237,229,238,181,156,207,186,294,184
"G4800230","2013-2017","TX",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48023",,,"Baylor County, Texas",36157,371,27,92,40,35,43,12,27,13,39,43,"Baylor County, Texas",3798,89,26,47,35,30,41,19,39,15,31,27
"G4800250","2013-2017","TX",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48025",,,"Bee County, Texas",45415,3156,93,392,336,237,318,164,170,467,530,449,"Bee County, Texas",4540,350,60,165,142,129,148,98,128,199,206,154
"G4800270","2013-2017","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48027",,,"Bell County, Texas",52583,52630,1424,5332,6634,7843,6548,4681,3711,4239,9021,3197,"Bell County, Texas",994,1199,274,563,680,749,582,600,489,555,721,418
"G4800290","2013-2017","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48029",,,"Bexar County, Texas",53999,259072,8196,21059,31143,33556,29543,21686,17162,23621,56912,16194,"Bexar County, Texas",449,2597,702,1163,1372,1264,1318,1009,982,1222,1673,996
"G4800310","2013-2017","TX",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48031",,,"Blanco County, Texas",58500,990,55,151,122,80,181,47,53,53,109,139,"Blanco County, Texas",4789,204,43,73,66,62,92,31,45,41,65,68
"G4800330","2013-2017","TX",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48033",,,"Borden County, Texas",77708,65,0,6,10,13,0,0,3,0,0,33,"Borden County, Texas",14586,21,13,9,10,10,13,13,4,13,13,16
"G4800350","2013-2017","TX",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48035",,,"Bosque County, Texas",48677,1592,72,179,198,204,227,107,45,77,231,252,"Bosque County, Texas",3108,182,45,58,89,75,64,49,39,45,81,69
"G4800370","2013-2017","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48037",,,"Bowie County, Texas",46283,11588,466,1010,1460,1225,887,969,686,1022,2625,1238,"Bowie County, Texas",2652,628,153,237,276,309,212,216,248,237,455,280
"G4800390","2013-2017","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48039",,,"Brazoria County, Texas",76426,32872,1594,3166,5456,4037,3401,2456,1803,2089,5848,3022,"Brazoria County, Texas",2188,1308,358,471,872,564,673,442,376,450,792,522
"G4800410","2013-2017","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48041",,,"Brazos County, Texas",43907,42233,1455,3087,4017,4087,3842,2567,2147,3566,14905,2560,"Brazos County, Texas",1389,933,334,453,528,520,487,374,345,487,850,363
"G4800430","2013-2017","TX",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48043",,,"Brewster County, Texas",38906,1777,99,265,158,347,114,176,63,151,187,217,"Brewster County, Texas",3618,237,58,124,118,141,59,74,50,82,93,102
"G4800450","2013-2017","TX",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48045",,,"Briscoe County, Texas",42500,160,11,30,16,16,23,2,5,0,24,33,"Briscoe County, Texas",7062,41,12,22,16,13,14,5,8,13,17,17
"G4800470","2013-2017","TX",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48047",,,"Brooks County, Texas",24794,779,0,38,71,53,83,13,47,25,183,266,"Brooks County, Texas",3253,151,19,42,49,50,59,14,56,25,82,98
"G4800490","2013-2017","TX",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48049",,,"Brown County, Texas",43062,3797,194,438,413,491,284,282,245,409,485,556,"Brown County, Texas",1925,330,100,130,101,153,101,98,113,123,125,127
"G4800510","2013-2017","TX",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48051",,,"Burleson County, Texas",52510,1439,123,94,187,112,54,108,20,115,210,416,"Burleson County, Texas",4429,246,71,74,82,69,40,70,28,85,113,120
"G4800530","2013-2017","TX",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48053",,,"Burnet County, Texas",57173,3935,240,398,384,424,375,403,222,364,706,419,"Burnet County, Texas",3823,455,167,174,167,191,173,155,137,141,251,152
"G4800550","2013-2017","TX",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48055",,,"Caldwell County, Texas",51346,4222,271,341,519,425,409,375,252,397,867,366,"Caldwell County, Texas",2389,385,118,113,175,137,146,143,116,191,225,101
"G4800570","2013-2017","TX",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48057",,,"Calhoun County, Texas",58788,2275,174,386,204,139,141,158,61,186,342,484,"Calhoun County, Texas",3841,290,74,156,76,70,80,96,60,110,115,141
"G4800590","2013-2017","TX",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48059",,,"Callahan County, Texas",40945,939,19,97,158,154,77,61,14,13,109,237,"Callahan County, Texas",2635,149,15,43,63,76,46,36,12,14,56,92
"G4800610","2013-2017","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48061",,,"Cameron County, Texas",36095,40120,1388,3009,3976,3880,3549,3335,2094,3742,9797,5350,"Cameron County, Texas",962,1174,260,429,521,492,392,398,334,430,748,514
"G4800630","2013-2017","TX",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48063",,,"Camp County, Texas",41811,1385,71,212,155,160,51,101,95,108,334,98,"Camp County, Texas",3097,187,42,104,74,89,42,69,66,70,106,44
"G4800650","2013-2017","TX",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48065",,,"Carson County, Texas",67010,344,20,83,10,38,56,9,10,15,9,94,"Carson County, Texas",6981,89,23,52,14,38,30,16,13,15,10,48
"G4800670","2013-2017","TX",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48067",,,"Cass County, Texas",41432,2615,142,248,443,155,287,287,109,111,337,496,"Cass County, Texas",2577,275,84,100,166,59,109,109,57,61,95,137
"G4800690","2013-2017","TX",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48069",,,"Castro County, Texas",44643,878,99,113,59,71,70,65,4,26,105,266,"Castro County, Texas",3842,126,63,62,40,48,54,51,9,26,63,91
"G4800710","2013-2017","TX",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48071",,,"Chambers County, Texas",74368,2297,88,352,485,155,231,126,68,145,385,262,"Chambers County, Texas",8078,414,86,173,298,127,156,81,80,113,154,140
"G4800730","2013-2017","TX",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48073",,,"Cherokee County, Texas",44294,4713,462,497,468,396,398,241,386,235,847,783,"Cherokee County, Texas",2017,411,157,131,158,126,149,74,148,95,222,215
"G4800750","2013-2017","TX",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48075",,,"Childress County, Texas",40432,1028,37,22,209,145,169,43,66,55,129,153,"Childress County, Texas",6002,218,39,20,141,100,81,49,62,53,98,118
"G4800770","2013-2017","TX",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48077",,,"Clay County, Texas",46863,597,20,43,53,78,28,21,5,39,130,180,"Clay County, Texas",4871,115,14,34,31,60,25,17,8,28,62,52
"G4800790","2013-2017","TX",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48079",,,"Cochran County, Texas",37500,239,34,18,5,9,2,7,22,11,56,75,"Cochran County, Texas",3978,59,21,16,6,11,3,8,21,9,36,31
"G4800810","2013-2017","TX",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48081",,,"Coke County, Texas",42500,453,50,36,12,17,36,23,24,35,93,127,"Coke County, Texas",6360,89,35,27,13,14,27,20,19,25,47,55
"G4800830","2013-2017","TX",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48083",,,"Coleman County, Texas",40804,1003,18,89,115,129,86,43,94,76,151,202,"Coleman County, Texas",3227,184,17,51,69,89,65,35,55,38,78,96
"G4800850","2013-2017","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48085",,,"Collin County, Texas",90124,111349,4710,10831,16445,17514,12278,9456,7023,8551,20174,4367,"Collin County, Texas",995,1668,424,753,979,1042,932,695,634,774,1057,535
"G4800870","2013-2017","TX",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48087",,,"Collingsworth County, Texas",46348,216,3,4,21,18,27,4,24,8,31,76,"Collingsworth County, Texas",6241,75,6,6,20,28,25,6,21,12,26,46
"G4800890","2013-2017","TX",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48089",,,"Colorado County, Texas",50241,1363,18,199,213,141,130,114,136,61,112,239,"Colorado County, Texas",3748,268,19,105,115,80,59,85,109,51,47,110
"G4800910","2013-2017","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48091",,,"Comal County, Texas",73655,11648,517,737,1495,1539,1721,1068,606,1083,2111,771,"Comal County, Texas",1751,669,217,197,316,236,349,260,207,244,341,221
"G4800930","2013-2017","TX",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48093",,,"Comanche County, Texas",42419,1105,45,139,156,95,47,54,58,52,119,340,"Comanche County, Texas",2872,186,41,72,105,54,35,42,65,40,69,125
"G4800950","2013-2017","TX",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48095",,,"Concho County, Texas",46696,227,2,17,30,11,12,13,8,18,27,89,"Concho County, Texas",9020,64,3,24,22,18,12,19,11,20,22,42
"G4800970","2013-2017","TX",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48097",,,"Cooke County, Texas",60027,4729,208,426,591,528,633,263,287,460,642,691,"Cooke County, Texas",2476,486,114,163,151,148,187,98,140,194,153,198
"G4800990","2013-2017","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48099",,,"Coryell County, Texas",50865,9508,255,754,1279,1473,1126,792,668,928,1380,853,"Coryell County, Texas",1533,596,91,223,249,233,241,212,168,219,250,171
"G4801010","2013-2017","TX",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48101",,,"Cottle County, Texas",33534,230,22,3,0,38,34,27,14,8,28,56,"Cottle County, Texas",5773,64,21,4,13,30,40,24,19,13,27,34
"G4801030","2013-2017","TX",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48103",,,"Crane County, Texas",63935,321,58,3,29,40,41,17,16,0,62,55,"Crane County, Texas",9605,76,29,5,25,40,34,21,19,13,39,33
"G4801050","2013-2017","TX",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48105",,,"Crockett County, Texas",52310,384,24,78,0,48,0,23,15,0,103,93,"Crockett County, Texas",7773,138,39,73,13,62,13,32,22,13,86,58
"G4801070","2013-2017","TX",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48107",,,"Crosby County, Texas",38674,649,19,74,95,58,71,42,11,40,75,164,"Crosby County, Texas",2969,90,18,37,43,26,34,27,16,26,33,44
"G4801090","2013-2017","TX",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48109",,,"Culberson County, Texas",33125,245,18,22,11,23,13,15,0,42,50,51,"Culberson County, Texas",11492,64,20,19,12,20,15,17,13,32,30,28
"G4801110","2013-2017","TX",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48111",,,"Dallam County, Texas",45580,982,136,106,223,105,94,12,0,86,90,130,"Dallam County, Texas",8818,170,91,70,120,56,71,15,19,68,48,59
"G4801130","2013-2017","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48113",,,"Dallas County, Texas",53626,448928,15019,39124,59783,59856,51200,38717,29796,38746,95830,20857,"Dallas County, Texas",437,3632,888,1475,1706,1793,1667,1392,1248,1561,2290,975
"G4801150","2013-2017","TX",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48115",,,"Dawson County, Texas",43201,1254,82,131,138,83,198,34,140,45,93,310,"Dawson County, Texas",4374,198,45,64,73,65,134,35,98,54,67,114
"G4801170","2013-2017","TX",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48117",,,"Deaf Smith County, Texas",51543,2140,210,313,220,314,156,96,39,98,356,338,"Deaf Smith County, Texas",3468,238,101,106,105,123,74,66,31,60,87,102
"G4801190","2013-2017","TX",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48119",,,"Delta County, Texas",42642,464,21,56,43,30,27,31,3,71,118,64,"Delta County, Texas",5710,91,14,35,29,18,21,22,5,33,51,36
"G4801210","2013-2017","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48121",,,"Denton County, Texas",80290,97642,2717,8153,13488,14419,11749,8870,6101,8443,19547,4155,"Denton County, Texas",1119,1423,367,591,834,893,882,687,602,656,1082,501
"G4801230","2013-2017","TX",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48123",,,"DeWitt County, Texas",50960,1795,115,185,175,119,207,115,119,185,278,297,"DeWitt County, Texas",5037,246,65,105,86,58,86,58,75,106,147,97
"G4801250","2013-2017","TX",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48125",,,"Dickens County, Texas",43088,237,18,41,18,7,5,16,4,2,21,105,"Dickens County, Texas",3488,60,12,30,17,7,7,17,5,3,17,39
"G4801270","2013-2017","TX",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48127",,,"Dimmit County, Texas",31384,1028,21,186,55,139,99,48,19,42,193,226,"Dimmit County, Texas",5343,260,36,149,62,128,68,68,22,48,114,120
"G4801290","2013-2017","TX",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48129",,,"Donley County, Texas",44429,315,43,35,26,28,16,15,15,28,57,52,"Donley County, Texas",6281,73,27,24,18,18,15,14,15,21,27,25
"G4801310","2013-2017","TX",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48131",,,"Duval County, Texas",35443,1261,78,180,215,79,162,56,89,114,98,190,"Duval County, Texas",5975,229,58,107,131,44,80,51,66,77,66,84
"G4801330","2013-2017","TX",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48133",,,"Eastland County, Texas",32135,1620,176,260,144,267,108,32,28,32,168,405,"Eastland County, Texas",3314,271,91,128,86,130,77,30,27,40,86,138
"G4801350","2013-2017","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48135",,,"Ector County, Texas",59528,17481,1123,1834,2739,2310,1381,1327,838,1246,2830,1853,"Ector County, Texas",2471,797,302,376,417,421,292,319,251,318,432,355
"G4801370","2013-2017","TX",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48137",,,"Edwards County, Texas",48462,83,0,0,24,8,0,0,0,4,0,47,"Edwards County, Texas",24610,44,13,13,23,12,13,13,13,5,13,31
"G4801390","2013-2017","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48139",,,"Ellis County, Texas",67371,14747,302,1332,2091,1769,1607,1304,1004,1426,2793,1119,"Ellis County, Texas",2205,704,135,291,350,277,340,287,260,314,334,253
"G4801410","2013-2017","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48141",,,"El Paso County, Texas",43244,101092,4249,7847,11522,11071,12345,9431,6957,9759,19775,8136,"El Paso County, Texas",675,1896,486,693,808,831,957,707,763,817,1111,627
"G4801430","2013-2017","TX",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48143",,,"Erath County, Texas",47013,5024,211,380,465,417,519,250,214,305,1441,822,"Erath County, Texas",2530,391,141,121,188,145,169,106,101,143,276,222
"G4801450","2013-2017","TX",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48145",,,"Falls County, Texas",38834,1474,83,151,85,89,146,124,24,85,264,423,"Falls County, Texas",4055,217,53,68,48,51,66,76,26,54,110,120
"G4801470","2013-2017","TX",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48147",,,"Fannin County, Texas",47875,3050,48,310,401,325,389,224,158,176,538,481,"Fannin County, Texas",2798,264,33,80,91,110,101,76,83,77,154,151
"G4801490","2013-2017","TX",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48149",,,"Fayette County, Texas",56941,1746,257,197,185,166,89,131,46,126,194,355,"Fayette County, Texas",5047,231,105,87,89,62,54,60,36,75,76,104
"G4801510","2013-2017","TX",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48151",,,"Fisher County, Texas",45294,469,49,75,43,71,42,22,6,35,32,94,"Fisher County, Texas",3897,84,36,38,43,32,37,17,9,28,18,33
"G4801530","2013-2017","TX",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48153",,,"Floyd County, Texas",48767,633,32,51,95,46,54,35,0,53,92,175,"Floyd County, Texas",4541,129,25,30,48,36,39,38,19,45,49,67
"G4801550","2013-2017","TX",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48155",,,"Foard County, Texas",50000,111,9,30,26,0,17,0,0,0,8,21,"Foard County, Texas",15300,42,14,26,23,13,12,13,13,13,11,15
"G4801570","2013-2017","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48157",,,"Fort Bend County, Texas",93645,48797,1528,4709,6431,6644,5272,3648,3261,3362,9820,4122,"Fort Bend County, Texas",1349,1715,342,725,821,894,706,513,573,521,896,560
"G4801590","2013-2017","TX",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48159",,,"Franklin County, Texas",43967,1002,11,66,166,75,68,60,4,109,153,290,"Franklin County, Texas",4356,179,17,47,88,52,42,57,9,51,80,111
"G4801610","2013-2017","TX",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48161",,,"Freestone County, Texas",45890,1823,51,273,231,261,54,57,101,147,270,378,"Freestone County, Texas",4462,243,42,132,109,117,34,44,56,87,118,138
"G4801630","2013-2017","TX",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48163",,,"Frio County, Texas",37382,1356,21,100,241,291,70,88,18,54,169,304,"Frio County, Texas",4996,263,39,102,106,128,53,67,21,69,87,160
"G4801650","2013-2017","TX",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48165",,,"Gaines County, Texas",58167,1352,164,132,149,116,101,28,108,13,56,485,"Gaines County, Texas",5868,219,94,70,91,71,59,33,66,21,52,157
"G4801670","2013-2017","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48167",,,"Galveston County, Texas",65702,39582,1737,3646,4690,4363,4145,3687,2503,3588,8350,2873,"Galveston County, Texas",1802,1257,323,525,675,520,539,522,480,460,690,407
"G4801690","2013-2017","TX",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48169",,,"Garza County, Texas",53832,600,49,71,40,25,44,37,27,0,62,245,"Garza County, Texas",4373,154,40,105,28,23,47,34,33,19,45,119
"G4801710","2013-2017","TX",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48171",,,"Gillespie County, Texas",56267,2561,97,80,232,278,259,358,103,131,596,427,"Gillespie County, Texas",3468,324,64,59,124,120,109,170,59,78,194,150
"G4801730","2013-2017","TX",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48173",,,"Glasscock County, Texas",64886,134,12,4,0,11,0,10,2,0,0,95,"Glasscock County, Texas",26246,52,15,7,13,16,13,16,5,13,13,48
"G4801750","2013-2017","TX",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48175",,,"Goliad County, Texas",56737,499,30,43,48,39,10,31,7,35,68,188,"Goliad County, Texas",6539,141,30,47,44,29,13,31,10,34,42,88
"G4801770","2013-2017","TX",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48177",,,"Gonzales County, Texas",47516,2196,182,159,189,275,237,292,51,85,342,384,"Gonzales County, Texas",3368,221,74,66,87,114,84,133,40,61,107,102
"G4801790","2013-2017","TX",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48179",,,"Gray County, Texas",48314,1976,205,247,162,88,158,83,35,156,409,433,"Gray County, Texas",5246,256,106,117,94,53,73,40,31,72,137,116
"G4801810","2013-2017","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48181",,,"Grayson County, Texas",52683,15687,577,1701,2156,1942,1661,1040,832,1337,2969,1472,"Grayson County, Texas",2034,775,181,322,378,337,223,204,190,285,398,259
"G4801830","2013-2017","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48183",,,"Gregg County, Texas",47970,18771,644,1562,2475,2091,1805,1445,1166,1776,4663,1144,"Gregg County, Texas",1445,815,196,342,423,354,330,248,277,370,484,267
"G4801850","2013-2017","TX",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48185",,,"Grimes County, Texas",49745,1997,172,136,326,123,223,176,159,179,190,313,"Grimes County, Texas",3213,294,82,81,169,78,121,93,90,100,82,145
"G4801870","2013-2017","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48187",,,"Guadalupe County, Texas",66187,12771,503,1259,2044,1845,1495,902,780,1126,1900,917,"Guadalupe County, Texas",1709,728,155,297,329,356,275,223,230,248,315,236
"G4801890","2013-2017","TX",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48189",,,"Hale County, Texas",46012,4443,105,734,520,488,374,315,150,210,788,759,"Hale County, Texas",2409,318,84,212,158,171,142,118,69,93,176,176
"G4801910","2013-2017","TX",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48191",,,"Hall County, Texas",31324,465,43,48,17,100,22,57,31,6,68,73,"Hall County, Texas",4587,95,31,32,14,50,23,35,27,8,32,38
"G4801930","2013-2017","TX",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48193",,,"Hamilton County, Texas",46611,768,75,72,46,35,104,57,30,73,42,234,"Hamilton County, Texas",6707,147,58,53,33,25,62,57,36,52,28,76
"G4801950","2013-2017","TX",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48195",,,"Hansford County, Texas",40678,520,0,15,45,84,102,29,66,41,51,87,"Hansford County, Texas",3734,139,19,23,44,63,75,24,58,38,44,43
